postcode,persons,dwellings,lv_2021,lv_2022,lv_2023,lv_2024,lv_2025,bev_2021,bev_2022,bev_2023,bev_2024,bev_2025,battery_kwh,battery_n,solar_kw,solar_n,chg_sites,chg_fast,chg_points
3000,43081,34399,21103,22285,21823,21897,22383,79,136,251,775,1182,0,0,3723.021,114,12,0,18
3002,4898,3472,4561,4741,4533,4696,4458,26,33,58,107,155,198.576,9,1155.614,111,0,0,0
3003,8004,5189,3530,3947,3997,4064,4209,7,18,36,77,104,275.016,15,2252.935,152,2,0,3
3004,11475,8157,11046,12161,13119,10851,8354,57,58,115,246,170,0,0,670.09,27,0,0,0
3006,22716,17531,11332,12219,12711,12499,11736,30,67,87,168,249,41.93,1,1450.395,47,2,1,2
3008,15514,10810,7212,8091,8543,8708,8971,27,57,115,173,283,166.734,6,2130.125,121,3,0,3
3011,22227,12315,13139,13568,14067,14448,14551,13,30,66,145,240,3936.576,135,9768.409,1338,2,2,2
3012,27071,12306,19301,18817,19540,19932,20294,14,26,78,175,311,6441.703,239,16069.177,2153,0,0,0
3013,15711,6847,9424,9394,9405,9664,9839,12,29,52,143,205,4737.385,179,8545.597,1467,0,0,0
3015,18638,7798,11724,11713,11792,12064,12592,9,15,54,147,220,5060.614,188,10339.531,1751,0,0,0
3016,15946,7172,11674,11629,11899,12037,12458,19,42,88,167,238,4334.646,172,10406.798,1754,1,0,2
3018,13585,6335,9950,9899,9992,10125,10299,22,31,56,118,186,4487.129,172,13423.794,1823,2,2,5
3019,9685,3965,6171,6217,6249,6614,6812,3,4,16,40,76,2937.584,93,5754.42,864,1,1,4
3020,44319,17625,31689,31445,31765,33133,33629,9,28,61,175,300,13092.304,456,32437.007,4700,1,1,1
3021,55139,20486,34808,34338,34032,34572,35672,6,11,41,90,161,13247.675,443,28657.568,5315,1,0,1
3022,3177,1346,2845,2688,2585,2627,2599,3,3,3,6,12,299.508,13,1717.584,296,0,0,0
3023,67081,21637,43964,44306,44972,45988,46929,23,54,151,302,472,30163.707,914,54125.548,8895,2,2,10
3024,33933,11592,18247,19446,21360,22957,25224,7,24,77,189,331,36950.106,1089,48607.816,7754,1,1,6
3025,12950,5322,9175,9279,11258,12070,12474,5,9,57,142,304,3409.323,122,11973.32,1600,1,1,1
3026,8788,2550,6467,7187,8020,8753,9470,6,9,25,66,114,5391.716,158,19054.065,981,3,3,7
3027,9453,3194,5383,5391,5679,6064,6287,8,22,69,150,211,9919.174,281,8676.565,1427,0,0,0
3028,28173,11687,19453,19004,19239,20072,20475,0,9,34,85,145,9761.806,347,18150.368,3361,2,1,7
3029,129883,41999,78177,82830,89351,96298,102928,37,124,344,851,1401,133816.255,3852,192304.219,28132,4,3,8
3030,119173,43637,78403,79070,80880,82570,85650,65,163,427,933,1583,99056.377,2967,122387.344,18992,5,4,17
3031,17737,9443,9924,9778,9805,9994,10276,4,23,51,112,173,2323.872,96,6500.613,1037,2,2,10
3032,29877,14439,17716,17803,18152,18436,18849,29,49,121,242,371,7144.287,255,12298.331,2080,1,1,50
3033,15076,5998,11204,11350,11568,11833,12157,7,19,40,86,123,4625.724,149,8713.662,1378,0,0,0
3034,12401,4902,8094,8114,8153,8287,8404,0,7,16,55,96,3918.144,124,6038.157,1021,0,0,0
3036,5961,2354,4810,4742,4756,4807,4893,0,4,11,25,47,2189.312,70,4647.72,697,0,0,0
3037,51397,16885,35041,34859,35116,35365,36158,11,31,82,168,286,22308.175,688,36821.547,6385,2,1,5
3038,26718,9578,20501,20280,20135,20257,20525,17,24,40,94,163,12183.425,388,20101.753,3322,3,3,10
3039,16154,8120,9751,9794,10032,10794,11216,14,32,64,129,211,3071.188,118,6441.243,1020,2,2,7
3040,26748,12208,17717,17641,17989,18305,18537,30,50,104,204,309,6454.41,233,12979.905,1928,0,0,0
3041,13099,5435,10914,11141,11558,12234,12671,15,44,80,223,373,4099.078,141,7819.317,1101,1,1,1
3042,16748,7440,13708,14619,14917,14965,15558,6,18,31,86,146,3892.074,128,10866.387,1507,1,1,1
3043,17848,7532,26270,27659,28893,27711,27493,14,80,141,258,351,4419.15,150,15870.255,1972,0,0,0
3044,28668,12323,17887,17735,17924,18339,18988,8,20,39,117,221,6658.205,252,12630.206,2219,0,0,0
3046,36763,15596,22677,22417,22802,23668,24381,10,26,62,134,193,6346.562,222,14681.697,2664,3,2,6
3047,21487,7818,13126,13182,13304,13923,14339,0,3,11,33,46,3553.296,115,13942.71,1886,3,3,11
3048,18079,5983,11836,11609,11829,12124,12556,0,5,9,20,38,5333.688,169,12907.174,2032,0,0,0
3049,9811,3867,7227,7175,7364,7488,7689,0,6,17,29,51,3158.15,108,6657.709,1073,1,1,4
3051,14951,8842,8497,7881,7858,7798,7883,13,27,56,98,135,869.561,36,2719.717,350,2,0,2
3052,7292,2854,2752,2824,2955,2880,2813,3,4,16,52,85,660.47,25,2102.999,177,0,0,0
3053,16001,10363,5469,5730,5646,5656,5687,6,11,22,62,88,506.49,21,2261.353,209,5,1,7
3054,8219,4136,4123,4117,4143,4161,4271,14,19,35,59,93,1021.048,47,2571.569,494,0,0,0
3055,14733,7893,7841,7907,7996,8150,8214,6,14,34,64,117,3037.066,123,5426.265,1013,0,0,0
3056,24934,13042,16776,17069,16965,17027,17486,23,44,104,176,295,4080.281,170,11899.612,1829,3,2,10
3057,13224,7531,6696,6847,6947,7147,7311,16,23,37,72,127,1710.992,77,4671.946,795,3,0,4
3058,34840,14963,22655,22677,23188,23765,24299,40,71,117,220,359,8829.739,364,23745.254,3767,4,2,7
3059,21280,6761,14401,15275,15988,16916,17919,7,18,51,120,195,16301.022,473,26395.425,3425,0,0,0
3060,14238,5407,9116,9177,9366,9676,10257,3,8,20,43,72,3276.42,108,7049.295,1147,1,0,1
3061,4984,1810,10527,9793,10319,10802,10971,7,11,15,28,41,2325.47,57,21546.245,1081,0,0,0
3063,564,204,597,592,598,608,604,0,0,0,0,3,422.26,12,814.85,91,0,0,0
3064,114355,35857,64668,69750,75548,81439,87576,25,61,178,401,736,81512.488,2398,144971.241,20755,6,3,9
3065,10430,6034,5315,5334,5312,5417,5432,19,37,52,86,133,527.604,26,2834.47,409,0,0,0
3066,9165,5674,5456,5426,5427,5526,5615,14,25,35,76,116,338.49,13,2807.427,283,0,0,0
3067,9122,5686,4920,5056,5127,5203,5246,10,21,36,71,111,872.195,33,2768.083,333,4,1,12
3068,19399,9492,10059,9929,10144,10339,10409,19,35,89,164,264,3815.68,179,7896.14,1442,3,2,4
3070,25259,11610,13924,14082,14158,14456,14775,26,50,97,230,363,6372.529,261,14748.108,2784,0,0,0
3071,18994,9150,11078,11042,11250,11441,11802,10,21,44,111,186,3706.114,150,10169.767,1688,3,0,6
3072,33703,15580,24186,24299,24568,24866,26133,13,26,75,169,309,7362.588,291,20475.208,3205,2,1,3
3073,51157,23192,31929,31419,31853,32601,33407,11,32,59,173,303,10568.45,386,24884.844,4458,2,2,2
3074,20185,8193,17700,17463,17809,18287,18778,5,8,18,57,93,5265.619,175,20011.318,2254,0,0,0
3075,23267,8728,14937,14750,14856,15244,15755,4,11,24,53,94,6141.06,207,13819.88,2271,1,1,4
3076,33517,11951,23439,23666,24467,25554,26354,12,22,43,110,179,14385.453,446,30544.614,4494,1,0,1
3078,12256,5652,8370,8436,8802,9177,9328,16,32,81,185,277,4133.41,158,8999.687,1382,2,2,3
3079,17071,7634,11415,11360,11696,12016,12467,27,56,96,190,320,5642.294,203,10483.452,1580,0,0,0
3081,14014,6520,9951,9799,10137,10266,10807,12,20,51,107,157,3107.88,113,9194.119,1373,0,0,0
3082,28687,10777,21483,21048,20900,21002,21207,5,15,33,77,119,11445.806,375,18240.529,3271,1,1,1
3083,31509,13030,21918,21530,21815,22585,23060,16,30,69,157,242,12405.296,411,20525.716,3451,2,1,4
3084,27041,11374,18116,17993,18108,18404,18670,22,49,99,237,388,10996.829,397,15831.958,2621,2,1,9
3085,14046,5650,8956,8955,9024,9098,9310,7,18,43,89,142,4876.89,191,8026.937,1415,0,0,0
3087,9111,3806,6029,5990,5928,6051,6141,4,9,20,47,78,2864.068,112,5541.372,967,0,0,0
3088,27203,10824,19589,19344,19371,19528,19956,20,39,60,154,286,11192.632,425,17955.316,3038,0,0,0
3089,12491,4354,9382,9493,9606,9667,9898,14,19,37,67,115,6777.5,238,10584.519,1652,1,1,1
3090,2583,791,2138,2173,2218,2339,2346,0,3,6,23,33,2014.572,62,3419.923,377,0,0,0
3091,1600,522,1572,1562,1571,1592,1633,4,9,8,15,20,1646.358,41,2824.295,314,0,0,0
3093,3965,1589,3035,2978,3015,3038,3136,9,12,20,36,62,2433.532,83,3790.312,467,0,0,0
3094,9263,3830,6461,6407,6414,6487,6512,7,10,21,47,90,3339.77,140,5971.578,1003,0,0,0
3095,28337,10284,21804,21734,21810,21901,22059,33,59,116,230,395,14744.564,535,22276.604,3408,2,1,5
3096,1924,640,1516,1488,1502,1534,1565,3,3,6,12,17,1039.096,38,1631.865,271,0,0,0
3097,1543,522,1387,1368,1355,1371,1400,3,3,8,17,22,1348.722,43,2322.399,282,0,0,0
3099,4978,1876,4237,4238,4239,4246,4255,0,8,19,40,52,1924.11,76,4799.094,754,0,0,0
3101,24508,10604,16659,16186,16505,16466,16708,79,133,235,446,613,8700.2,295,13356.946,1822,1,1,4
3102,6623,2634,4588,4546,4721,4996,4942,11,25,46,95,138,2945.966,98,4142.363,608,0,0,0
3103,15633,6841,10707,10572,10611,10786,10941,33,53,111,243,335,9238.396,267,8814.527,1316,1,1,4
3104,21329,7908,14063,14094,14197,14538,14811,36,62,156,321,479,16044.915,455,14480.619,2007,0,0,0
3105,11140,4656,8197,8107,8135,8023,8187,5,15,44,102,154,5311.521,168,6508.594,1049,0,0,0
3106,16955,6342,12626,12623,12817,12895,12916,35,53,110,229,338,14431.683,421,13845.837,2108,0,0,0
3107,14168,5479,9580,9606,9613,9768,9949,4,19,49,115,199,7291.974,224,8826.818,1377,0,0,0
3108,25035,11758,18132,18124,18870,19604,20122,21,68,185,365,677,14145.204,401,13775.96,2140,1,0,1
3109,31005,12300,20271,20452,20648,21059,21312,22,42,102,261,446,19516.112,579,18447.611,2974,1,1,4
3111,12627,4742,9230,9228,9286,9390,9663,26,42,72,139,233,10082.847,297,11042.197,1630,0,0,0
3113,8551,2987,6932,6963,6961,6974,7097,16,28,54,104,148,6288.838,208,9202.96900000001,1301,0,0,0
3114,3833,1239,3319,3237,3243,3266,3299,6,12,32,47,79,2940.283,91,4589.058,564,0,0,0
3115,3838,1301,3390,3321,3359,3344,3425,6,6,11,21,43,2607.912,89,4618.627,588,0,0,0
3116,11767,4346,8516,8612,8806,9019,9152,7,10,23,43,74,5731.542,193,10164.066,1587,1,1,1
3121,31586,17948,22590,23126,23397,24063,23596,107,153,248,487,718,2602.342,110,9000.93900000001,1287,6,4,18
3122,22343,11894,13934,13739,13936,14192,14525,47,77,127,256,364,3965.444,146,7667.854,1018,1,1,1
3123,14831,7714,9494,9445,9702,9966,10130,25,42,94,191,288,3650.218,129,5882.49,830,4,3,16
3124,21959,9063,15095,14825,14934,15192,15621,57,87,178,354,551,9889.66,336,12378.482,1819,2,2,10
3125,15131,6713,10383,10474,10809,10967,11083,11,40,86,160,261,8010.628,248,8577.493,1354,0,0,0
3126,7771,3189,5677,5521,5537,5615,5665,32,46,77,143,217,4441.421,143,4733.725,628,0,0,0
3127,18589,7780,12663,12628,12678,12924,13395,24,52,126,239,374,8738.911,304,10570.362,1701,0,0,0
3128,22856,11328,13183,13488,13902,14301,14797,24,54,110,210,311,7916.923,243,10461.546,1505,3,3,18
3129,17955,7378,11108,10953,11157,11421,11727,16,30,78,151,275,9719.698,306,10004.299,1691,0,0,0
3130,32984,13575,22736,22657,23280,23607,23885,26,48,146,312,512,17899.665,616,22275.172,3560,0,0,0
3131,23238,9641,16466,16781,17032,17184,17448,22,91,172,295,440,11595.857,390,17278.513,2638,2,1,5
3132,16816,7062,11912,11802,12169,12270,12396,19,33,70,159,231,7813.482,269,10927.447,1728,0,0,0
3133,22955,8542,16190,16186,16258,16524,17107,12,24,78,198,320,19570.853,590,18697.575,3131,1,1,1
3134,34605,14162,26217,26153,26496,26780,27382,26,50,118,265,428,16377.689,569,26316.592,3742,2,2,7
3135,20655,8307,13607,13555,13609,13751,14103,17,30,57,121,228,10593.717,387,14805.56,2351,0,0,0
3136,46295,19101,33276,33329,33570,34297,34598,31,48,91,251,441,19577.901,691,32159.336,5467,1,1,1
3137,14540,5934,11658,11767,11973,12120,12493,3,9,27,57,100,5691.959,221,14108.253,2038,0,0,0
3138,23107,8622,15823,15892,16046,16336,16612,7,11,36,71,121,9455.492,335,16569.927,2951,0,0,0
3139,14275,5399,12540,12705,12773,12920,13055,4,5,13,34,62,6437.718,228,16257.224,2308,0,0,0
3140,17361,7144,14427,14471,14776,15087,15576,13,16,39,63,125,8403.455,308,17213.219,2534,0,0,0
3141,25016,17682,12848,12778,13044,13320,13335,54,78,158,241,318,1270.476,47,3284.106,464,1,0,1
3142,12832,7192,10087,9871,9921,9959,9858,75,126,174,285,342,2298.542,73,4532.251,489,0,0,0
3143,9353,5399,6011,5872,5820,6011,6093,31,43,69,134,171,929.342,36,2949.183,405,1,1,1
3144,10773,5162,8409,8459,8533,8543,8475,39,67,117,203,275,2465.546,87,5429.218,676,1,1,1
3145,23579,10729,14278,14443,14715,14923,15195,38,64,143,267,402,7740.846,286,11581.709,1758,6,5,23
3146,26078,11300,16407,16286,16559,16903,17070,47,83,178,364,543,11597.841,385,13880.08,2072,0,0,0
3147,15120,6058,9383,9217,9291,9587,9903,24,38,90,207,320,8017.42,270,10160.888,1639,4,3,5
3148,9554,4150,6367,6383,6406,6502,6682,6,21,47,110,214,3973.216,130,4900.755,849,0,0,0
3149,35354,13889,25475,25355,26081,26791,27270,49,94,234,533,732,27220.076,836,26406.021,4186,1,0,1
3150,63243,24475,42665,42643,43113,43909,44341,74,141,339,792,1225,57329.075,1682,50449.041,8035,7,3,8
3151,10699,4440,7450,7525,7719,8147,8428,5,15,32,85,162,7083.752,213,7725.698,1379,0,0,0
3152,34865,13229,24953,24719,24815,25054,25291,32,59,135,330,502,30582.835,960,30289.812,4988,2,1,2
3153,21275,9026,19416,19853,19914,20179,20240,4,18,33,100,165,11046.259,374,25685.103,3042,3,3,3
3154,4506,1685,3371,3334,3337,3371,3495,3,0,5,14,35,2404.716,91,3587.263,584,1,1,1
3155,23634,10245,16619,16578,16739,17080,17526,8,25,48,110,184,10437.468,372,16641.298,2864,1,1,1
3156,38490,14898,29903,29838,30049,30638,31344,30,49,91,213,365,21202.413,720,32621.532,5418,3,1,4
3158,6840,2593,5196,5148,5119,5121,5228,5,7,13,28,55,3301.49,130,4779.761,778,0,0,0
3159,2583,932,2104,2112,2105,2151,2185,0,0,0,18,30,1313.54,43,1816.86,303,0,0,0
3160,9034,3456,6918,6895,6850,6856,6992,6,14,25,64,102,4807.932,169,6906.413,1064,2,1,7
3161,16886,8084,9587,9755,10031,10265,10454,37,60,104,216,301,4355.629,140,6811.349,824,0,0,0
3162,18108,7552,12425,12214,12247,12635,12845,29,61,106,262,394,6460.349,225,9204.25,1326,2,0,2
