postcode,vehicles,bev,hybrid,recent_vehicles,recent_bev,quarter
3138,17124,203,516,1510,116,2025Q4
3138,17169,238,550,856,96,2026Q1
3138,17236,309,613,1098,159,2026Q2
3139,14090,30,369,758,20,2023Q2
3139,14220,31,369,902,21,2023Q3
3139,14221,39,362,1070,29,2023Q4
3139,14254,47,362,630,23,2024Q1
3139,14288,53,352,793,28,2024Q2
3139,14361,62,353,928,36,2024Q3
3139,14361,69,362,1079,40,2024Q4
3139,14351,72,360,589,17,2025Q1
3139,14341,74,369,717,22,2025Q2
3139,14326,84,372,875,29,2025Q3
3139,14320,90,394,999,35,2025Q4
3139,14335,99,409,548,26,2026Q1
3139,14390,116,434,713,45,2026Q2
3140,15913,58,307,1276,37,2023Q2
3140,16049,61,316,1544,43,2023Q3
3140,16167,62,331,1810,48,2023Q4
3140,16349,78,343,1210,44,2024Q1
3140,16508,94,355,1473,58,2024Q2
3140,16586,119,362,1708,77,2024Q3
3140,16573,131,380,1923,88,2024Q4
3140,16653,147,422,1119,64,2025Q1
3140,16689,170,443,1372,85,2025Q2
3140,16616,188,481,1622,104,2025Q3
3140,16695,207,508,1895,124,2025Q4
3140,17240,253,580,1244,110,2026Q1
3140,17365,318,660,1552,172,2026Q2
3141,13402,213,126,1222,112,2023Q2
3141,13392,231,153,1425,133,2023Q3
3141,13443,253,180,1731,154,2023Q4
3141,13455,269,201,1122,113,2024Q1
3141,13476,298,224,1347,147,2024Q2
3141,13461,303,235,1472,153,2024Q3
3141,13463,319,265,1678,172,2024Q4
3141,13474,359,286,1010,99,2025Q1
3141,13415,378,308,1161,124,2025Q2
3141,13381,401,330,1395,154,2025Q3
3141,13432,436,353,1555,189,2025Q4
3141,13463,463,401,923,130,2026Q1
3141,13431,520,426,1131,193,2026Q2
3142,10185,229,95,1028,110,2023Q2
3142,10160,257,102,1218,141,2023Q3
3142,10222,291,119,1398,181,2023Q4
3142,10045,291,131,818,123,2024Q1
3142,10051,317,146,997,151,2024Q2
3142,10020,330,161,1145,166,2024Q3
3142,9992,349,181,1296,186,2024Q4
3142,10047,372,215,681,90,2025Q1
3142,10061,399,236,841,122,2025Q2
3142,10095,415,255,1034,148,2025Q3
3142,10106,439,274,1217,182,2025Q4
3142,10148,460,305,718,118,2026Q1
3142,10203,511,333,906,170,2026Q2
3143,6030,104,39,438,53,2023Q2
3143,6079,118,48,557,69,2023Q3
3143,6145,132,61,688,84,2023Q4
3143,6175,144,65,451,75,2024Q1
3143,6203,154,74,558,91,2024Q2
3143,6190,161,86,646,101,2024Q3
3143,6168,167,105,753,109,2024Q4
3143,6140,171,120,422,44,2025Q1
3143,6207,189,133,540,66,2025Q2
3143,6236,212,137,650,88,2025Q3
3143,6253,221,156,753,99,2025Q4
3143,6261,238,170,399,70,2026Q1
3143,6305,269,184,509,101,2026Q2
3144,8921,173,172,1087,109,2023Q2
3144,8920,191,179,1173,124,2023Q3
3144,8837,206,192,1320,143,2023Q4
3144,8750,217,165,771,117,2024Q1
3144,8738,239,175,945,135,2024Q2
3144,8705,254,188,1108,152,2024Q3
3144,8693,272,214,1281,167,2024Q4
3144,8730,294,231,743,92,2025Q1
3144,8795,316,248,913,115,2025Q2
3144,8864,335,271,1085,137,2025Q3
3144,8859,352,290,1203,154,2025Q4
3144,8912,387,337,689,98,2026Q1
3144,8892,429,367,821,143,2026Q2
3145,14987,216,151,1167,156,2023Q2
3145,14991,242,167,1369,180,2023Q3
3145,15142,268,183,1598,206,2023Q4
3145,15243,312,205,977,155,2024Q1
3145,15245,349,236,1198,192,2024Q2
3145,15283,369,279,1398,212,2024Q3
3145,15267,393,308,1617,244,2024Q4
3145,15398,417,345,922,125,2025Q1
3145,15479,465,398,1201,176,2025Q2
3145,15553,526,429,1457,234,2025Q3
3145,15543,563,468,1657,269,2025Q4
3145,15659,607,502,936,185,2026Q1
3145,15690,700,557,1170,280,2026Q2
3146,16944,288,177,1261,188,2023Q2
3146,16980,337,197,1519,236,2023Q3
3146,17031,369,218,1780,270,2023Q4
3146,17157,409,240,1125,210,2024Q1
3146,17182,463,274,1396,271,2024Q2
3146,17174,509,310,1649,311,2024Q3
3146,17195,553,351,1925,360,2024Q4
3146,17282,601,416,1091,195,2025Q1
3146,17354,636,460,1363,236,2025Q2
3146,17371,692,503,1587,290,2025Q3
3146,17420,734,546,1799,335,2025Q4
3146,17518,816,597,974,214,2026Q1
3146,17554,955,675,1289,339,2026Q2
3147,9585,152,140,711,118,2023Q2
3147,9709,175,148,865,141,2023Q3
3147,9758,194,161,1017,161,2023Q4
3147,9828,221,188,675,136,2024Q1
3147,9920,253,214,823,166,2024Q2
3147,9951,277,239,944,186,2024Q3
3147,9972,303,260,1087,214,2024Q4
3147,10018,335,294,601,121,2025Q1
3147,10113,371,325,739,153,2025Q2
3147,10141,424,347,903,202,2025Q3
3147,10177,475,376,1051,245,2025Q4
3147,10205,513,412,604,157,2026Q1
3147,10278,599,439,781,245,2026Q2
3148,6545,91,105,511,65,2023Q2
3148,6567,97,108,586,73,2023Q3
3148,6590,106,115,676,87,2023Q4
3148,6551,120,129,444,69,2024Q1
3148,6710,148,147,568,91,2024Q2
3148,6764,181,170,684,127,2024Q3
3148,6794,215,190,811,159,2024Q4
3148,6830,236,213,485,100,2025Q1
3148,6937,307,231,650,171,2025Q2
3148,6894,305,263,719,175,2025Q3
3148,6886,280,278,787,155,2025Q4
3148,6889,327,289,459,131,2026Q1
3148,6872,302,324,503,128,2026Q2
3149,27539,407,430,2382,273,2023Q2
3149,27648,481,464,2903,344,2023Q3
3149,27791,553,496,3400,415,2023Q4
3149,27860,643,530,2300,372,2024Q1
3149,27811,704,586,2794,435,2024Q2
3149,27845,754,657,3184,486,2024Q3
3149,27702,760,719,3519,497,2024Q4
3149,27885,817,788,1978,252,2025Q1
3149,27981,905,855,2415,341,2025Q2
3149,28120,1004,924,2903,437,2025Q3
3149,28124,1104,991,3346,534,2025Q4
3149,27880,1207,1018,1809,408,2026Q1
3149,28116,1409,1146,2378,615,2026Q2
3150,44039,603,555,3680,435,2023Q2
3150,44371,711,601,4450,545,2023Q3
3150,44520,813,666,5141,643,2023Q4
3150,44506,886,714,3300,509,2024Q1
3150,44943,1040,796,4202,660,2024Q2
3150,44823,1118,893,4789,729,2024Q3
3150,44922,1231,975,5444,841,2024Q4
3150,45782,1408,1078,3343,529,2025Q1
3150,46019,1558,1208,4091,695,2025Q2
3150,45939,1714,1327,4820,858,2025Q3
3150,45932,1866,1506,5544,1009,2025Q4
3150,45889,2061,1648,3160,744,2026Q1
3150,46063,2437,1866,4029,1110,2026Q2
3151,8631,70,112,668,49,2023Q2
3151,8741,78,116,799,58,2023Q3
3151,8872,86,124,943,67,2023Q4
3151,8977,109,135,606,62,2024Q1
3151,9036,137,131,768,88,2024Q2
3151,9086,144,158,894,97,2024Q3
3151,9073,155,187,1018,107,2024Q4
3151,9024,163,210,582,67,2025Q1
3151,8963,185,234,705,96,2025Q2
3151,8982,222,255,823,131,2025Q3
3151,8961,251,287,943,160,2025Q4
3151,8973,292,321,546,124,2026Q1
3151,8967,345,349,690,179,2026Q2
3152,25330,240,350,1785,167,2023Q2
3152,25381,296,360,2181,222,2023Q3
3152,25496,344,382,2569,268,2023Q4
3152,25638,394,409,1726,238,2024Q1
3152,25745,447,452,2168,288,2024Q2
3152,25748,482,490,2516,323,2024Q3
3152,25692,521,542,2814,368,2024Q4
3152,25756,551,596,1527,184,2025Q1
3152,25899,650,662,1955,274,2025Q2
3152,25930,731,732,2354,352,2025Q3
3152,25959,787,791,2703,414,2025Q4
3152,26066,882,865,1586,324,2026Q1
3152,26266,1077,974,2098,524,2026Q2
3153,22511,81,387,1916,47,2023Q2
3153,22629,96,395,2306,61,2023Q3
3153,22758,113,394,2728,77,2023Q4
3153,22785,132,404,1710,75,2024Q1
3153,22828,155,434,2099,96,2024Q2
3153,22868,171,479,2476,112,2024Q3
3153,22685,191,491,2749,131,2024Q4
3153,22616,203,514,1431,72,2025Q1
3153,22721,232,537,1851,105,2025Q2
3153,22659,259,577,2184,133,2025Q3
3153,22720,286,620,2510,160,2025Q4
3153,22775,323,649,1445,121,2026Q1
3153,22759,402,701,1793,197,2026Q2
3154,3430,10,69,171,6,2023Q2
3154,3457,12,67,204,7,2023Q3
3154,3475,15,65,242,11,2023Q4
3154,3527,20,68,152,13,2024Q1
3154,3537,23,68,197,15,2024Q2
3154,3549,27,69,232,18,2024Q3
3154,3555,34,67,271,23,2024Q4
3154,3566,40,72,164,15,2025Q1
3154,3565,45,78,204,19,2025Q2
3154,3549,51,78,245,23,2025Q3
3154,3536,55,80,271,26,2025Q4
3154,3552,60,87,142,14,2026Q1
3154,3573,75,96,187,28,2026Q2
3155,17623,88,288,969,48,2023Q2
3155,17633,99,291,1145,60,2023Q3
3155,17794,119,312,1364,81,2023Q4
3155,17813,133,312,881,70,2024Q1
3155,17919,144,320,1097,79,2024Q2
3155,18014,169,325,1312,104,2024Q3
3155,18084,189,360,1520,124,2024Q4
3155,18141,200,380,837,69,2025Q1
3155,18206,228,409,1056,93,2025Q2
3155,18227,260,437,1246,120,2025Q3
3155,18252,282,478,1434,142,2025Q4
3155,18319,315,520,788,108,2026Q1
3155,18362,384,564,1023,179,2026Q2
3156,31495,155,521,2179,94,2023Q2
3156,31616,182,531,2542,120,2023Q3
3156,31908,207,548,3017,146,2023Q4
3156,32212,253,561,2089,154,2024Q1
3156,32519,292,586,2575,193,2024Q2
3156,32475,338,586,3106,232,2024Q3
3156,32573,370,618,3582,273,2024Q4
3156,32479,407,646,2221,192,2025Q1
3156,32710,466,691,2653,241,2025Q2
3156,32652,536,758,3120,312,2025Q3
3156,32708,570,786,3520,350,2025Q4
3156,32771,666,817,2123,259,2026Q1
3156,33041,805,907,2592,382,2026Q2
3158,5250,22,85,237,15,2023Q2
3158,5249,24,85,288,18,2023Q3
3158,5245,31,84,349,25,2023Q4
3158,5248,38,87,211,24,2024Q1
3158,5306,45,86,275,32,2024Q2
3158,5296,49,93,331,36,2024Q3
3158,5323,56,97,382,40,2024Q4
3158,5337,62,101,221,18,2025Q1
3158,5334,80,104,279,31,2025Q2
3158,5294,88,107,324,40,2025Q3
3158,5283,97,109,368,49,2025Q4
3158,5317,109,113,215,38,2026Q1
3158,5361,139,126,293,61,2026Q2
3159,2251,9,54,122,7,2023Q2
3159,2267,13,54,145,11,2023Q3
3159,2280,16,55,174,14,2023Q4
3159,2302,22,57,112,17,2024Q1
3159,2294,27,54,130,21,2024Q2
3159,2306,31,54,153,25,2024Q3
3159,2288,32,52,169,26,2024Q4
3159,2318,32,52,82,10,2025Q1
3159,2309,33,50,109,11,2025Q2
3159,2311,35,53,130,13,2025Q3
3159,2328,39,53,151,17,2025Q4
3159,2334,45,55,86,12,2026Q1
3159,2344,61,60,123,27,2026Q2
3160,7080,53,133,346,30,2023Q2
3160,7124,55,129,409,34,2023Q3
3160,7107,62,133,485,41,2023Q4
3160,7136,69,136,293,36,2024Q1
3160,7163,78,141,368,46,2024Q2
3160,7177,88,143,425,55,2024Q3
3160,7217,100,149,506,67,2024Q4
3160,7256,112,150,291,38,2025Q1
3160,7294,125,158,379,48,2025Q2
3160,7307,136,154,455,57,2025Q3
3160,7329,151,161,538,67,2025Q4
3160,7333,177,166,336,55,2026Q1
3160,7344,210,184,412,85,2026Q2
3161,10201,171,117,816,105,2023Q2
3161,10302,204,138,994,135,2023Q3
3161,10322,222,147,1152,154,2023Q4
3161,10352,244,156,783,125,2024Q1
3161,10467,272,183,945,153,2024Q2
3161,10505,281,201,1107,163,2024Q3
3161,10457,298,222,1250,185,2024Q4
3161,10500,329,252,687,96,2025Q1
3161,10490,355,275,844,126,2025Q2
3161,10491,389,289,1007,160,2025Q3
3161,10534,423,326,1150,196,2025Q4
3161,10582,477,357,671,157,2026Q1
3161,10630,540,383,838,222,2026Q2
3162,12673,186,146,905,120,2023Q2
3162,12811,227,158,1126,164,2023Q3
3162,12884,270,168,1355,208,2023Q4
3162,12950,313,183,927,185,2024Q1
3162,13027,335,216,1121,207,2024Q2
3162,13032,369,244,1317,239,2024Q3
3162,13079,409,279,1507,274,2024Q4
3162,13171,438,299,854,120,2025Q1
3162,13184,467,331,1067,152,2025Q2
3162,13224,516,361,1262,201,2025Q3
3162,13199,555,392,1422,236,2025Q4
3162,13289,610,438,805,169,2026Q1
3162,13256,701,475,1034,256,2026Q2
3163,20163,178,225,1286,113,2023Q2
3163,20336,212,248,1602,148,2023Q3
3163,20483,236,270,1868,172,2023Q4
3163,20624,262,287,1187,140,2024Q1
3163,20721,296,322,1459,174,2024Q2
3163,20710,326,365,1698,203,2024Q3
3163,20825,359,420,1981,235,2024Q4
3163,20891,389,472,1135,123,2025Q1
3163,20944,464,511,1438,192,2025Q2
3163,20984,510,556,1724,242,2025Q3
3163,21033,559,617,1993,288,2025Q4
3163,21087,647,667,1161,259,2026Q1
3163,21050,766,717,1439,377,2026Q2
3165,20072,211,246,1439,159,2023Q2
3165,20221,247,258,1750,196,2023Q3
3165,20393,282,288,2045,230,2023Q4
3165,20556,329,300,1305,186,2024Q1
3165,20700,382,327,1631,237,2024Q2
3165,20679,405,373,1909,263,2024Q3
3165,20724,450,409,2196,309,2024Q4
3165,20830,477,466,1212,169,2025Q1
3165,20993,554,501,1555,247,2025Q2
3165,21085,605,551,1864,288,2025Q3
3165,21195,659,611,2161,343,2025Q4
3165,21297,724,696,1276,230,2026Q1
3165,21334,845,747,1589,343,2026Q2
3166,18057,161,299,1381,100,2023Q2
3166,18173,185,311,1685,131,2023Q3
3166,18548,196,340,1994,145,2023Q4
3166,18640,224,372,1406,135,2024Q1
3166,18686,251,400,1641,161,2024Q2
3166,18743,289,427,1965,193,2024Q3
3166,18904,317,484,2273,223,2024Q4
3166,18763,347,496,1357,131,2025Q1
3166,18936,371,559,1657,162,2025Q2
3166,19021,425,614,1948,214,2025Q3
3166,18916,459,705,2195,247,2025Q4
3166,19035,534,776,1470,186,2026Q1
3166,19248,600,821,1756,266,2026Q2
3167,8212,71,134,563,56,2023Q2
3167,8294,80,138,676,64,2023Q3
3167,8341,90,153,776,72,2023Q4
3167,8400,108,162,490,64,2024Q1
3167,8379,130,169,608,86,2024Q2
3167,8380,146,181,720,106,2024Q3
3167,8375,160,201,846,120,2024Q4
3167,8443,170,218,481,63,2025Q1
3167,8570,190,236,590,76,2025Q2
3167,8450,211,255,691,97,2025Q3
3167,8632,231,277,797,115,2025Q4
3167,8659,253,290,446,76,2026Q1
3167,8543,300,307,578,127,2026Q2
3168,17964,150,263,1855,97,2023Q2
3168,18055,164,305,2244,113,2023Q3
3168,18167,236,350,2659,184,2023Q4
3168,18404,291,400,1832,201,2024Q1
3168,19618,327,481,2676,235,2024Q2
3168,19530,337,519,3033,251,2024Q3
3168,19392,357,587,3328,273,2024Q4
3168,19121,368,654,1778,110,2025Q1
3168,19109,407,686,2090,143,2025Q2
3168,18929,429,741,2451,159,2025Q3
3168,18864,441,790,2773,176,2025Q4
3168,18756,495,854,1498,119,2026Q1
3168,18804,543,956,1893,167,2026Q2
3169,15254,95,335,1009,61,2023Q2
3169,15459,104,344,1231,72,2023Q3
3169,15570,112,356,1468,79,2023Q4
3169,15625,124,385,934,62,2024Q1
3169,15835,138,424,1170,79,2024Q2
3169,15763,160,455,1373,97,2024Q3
3169,15775,185,481,1547,123,2024Q4
3169,15700,204,500,829,81,2025Q1
3169,15845,232,542,1037,103,2025Q2
3169,15857,244,571,1201,120,2025Q3
3169,15923,275,589,1377,138,2025Q4
3169,15884,297,615,730,96,2026Q1
3169,16036,350,678,942,145,2026Q2
3170,22960,291,254,5941,206,2023Q2
3170,23629,396,272,7016,319,2023Q3
3170,24813,486,289,8663,418,2023Q4
3170,25290,553,321,7545,424,2024Q1
3170,25762,731,377,8609,613,2024Q2
3170,25638,956,426,9114,832,2024Q3
3170,25706,1030,469,9596,912,2024Q4
3170,25717,1075,500,7303,822,2025Q1
3170,25729,1147,556,7879,895,2025Q2
3170,25461,1267,630,8393,1017,2025Q3
3170,25073,1177,691,8502,928,2025Q4
3170,25446,1331,760,6448,906,2026Q1
3170,25887,1370,879,7322,988,2026Q2
3171,16759,118,277,934,77,2023Q2
3171,16928,148,309,1126,108,2023Q3
3171,16983,169,321,1330,132,2023Q4
3171,17155,184,334,887,107,2024Q1
3171,17174,197,346,1092,122,2024Q2
3171,17153,215,394,1303,144,2024Q3
3171,17279,229,428,1471,161,2024Q4
3171,17247,243,447,850,75,2025Q1
3171,17397,260,492,1033,93,2025Q2
3171,17386,303,515,1180,130,2025Q3
3171,17367,334,525,1339,157,2025Q4
3171,17270,370,569,749,112,2026Q1
3171,17312,418,633,962,167,2026Q2
3172,17485,92,230,1027,71,2023Q2
3172,17589,105,236,1207,81,2023Q3
3172,17644,120,240,1397,92,2023Q4
3172,17788,136,257,861,67,2024Q1
3172,17892,160,281,1088,90,2024Q2
3172,17920,172,304,1312,101,2024Q3
3172,17810,184,325,1484,113,2024Q4
3172,17855,200,358,800,51,2025Q1
3172,17962,227,378,997,76,2025Q2
3172,17896,259,399,1194,106,2025Q3
3172,17946,281,441,1402,127,2025Q4
3172,18052,311,486,800,97,2026Q1
3172,18071,366,532,1050,152,2026Q2
3173,24648,216,385,1915,153,2023Q2
3173,25000,249,423,2273,189,2023Q3
3173,25212,300,461,2655,237,2023Q4
3173,25444,356,480,1732,201,2024Q1
3173,26143,405,608,2276,245,2024Q2
3173,26374,442,698,2671,281,2024Q3
3173,26445,459,746,3056,304,2024Q4
3173,26653,510,806,1863,166,2025Q1
3173,26857,567,917,2349,225,2025Q2
3173,27011,631,1001,2802,290,2025Q3
3173,27079,695,1081,3160,350,2025Q4
3173,27146,763,1156,1761,273,2026Q1
3173,27274,887,1253,2210,391,2026Q2
3174,27196,79,513,1392,47,2023Q2
3174,27416,101,511,1728,70,2023Q3
3174,27599,115,525,2032,84,2023Q4
3174,27756,139,553,1320,77,2024Q1
3174,28022,158,578,1613,94,2024Q2
3174,28172,174,615,1864,109,2024Q3
3174,28178,192,644,2115,129,2024Q4
3174,28179,216,688,1138,78,2025Q1
3174,28311,242,767,1430,104,2025Q2
3174,28443,269,798,1695,131,2025Q3
3174,28516,287,858,1936,146,2025Q4
3174,28737,332,951,1167,120,2026Q1
3174,28912,419,1039,1587,200,2026Q2
3175,58958,389,1314,5461,229,2023Q2
3175,59872,451,1327,6641,284,2023Q3
3175,60433,471,1358,7724,320,2023Q4
3175,61931,556,1420,5000,318,2024Q1
3175,61599,586,1506,6235,357,2024Q2
3175,61936,614,1618,7262,389,2024Q3
3175,61569,637,1722,8281,410,2024Q4
3175,61556,671,1845,5094,236,2025Q1
3175,61936,764,2069,6372,330,2025Q2
3175,61983,917,2270,7468,486,2025Q3
3175,62441,1262,2489,8667,764,2025Q4
3175,62573,1209,2670,5212,592,2026Q1
3175,62671,1291,2786,6370,691,2026Q2
3177,8527,19,227,436,8,2023Q2
3177,8651,23,227,540,11,2023Q3
3177,8757,28,231,640,14,2023Q4
3177,8812,33,242,397,14,2024Q1
3177,8893,44,244,476,25,2024Q2
3177,8951,50,245,573,32,2024Q3
3177,8949,53,273,663,32,2024Q4
3177,8956,57,282,401,18,2025Q1
3177,8915,61,288,502,24,2025Q2
3177,9002,69,304,572,33,2025Q3
3177,9132,76,317,669,38,2025Q4
3177,9241,90,339,375,36,2026Q1
3177,9255,102,369,451,49,2026Q2
3178,27597,196,347,2102,131,2023Q2
3178,27637,236,357,2521,173,2023Q3
3178,27678,272,375,2958,205,2023Q4
3178,27674,304,382,1839,171,2024Q1
3178,27848,345,395,2272,207,2024Q2
3178,27780,385,429,2711,248,2024Q3
3178,27817,440,454,3088,306,2024Q4
3178,27726,484,492,1690,193,2025Q1
3178,27680,550,536,2125,264,2025Q2
3178,27725,615,606,2566,323,2025Q3
3178,27739,657,659,2939,363,2025Q4
3178,27814,746,734,1623,259,2026Q1
3178,27915,919,832,2188,421,2026Q2
3179,6146,44,91,551,28,2023Q2
3179,6161,50,100,660,35,2023Q3
3179,6207,60,115,803,47,2023Q4
3179,6260,66,118,542,41,2024Q1
3179,6213,80,124,682,56,2024Q2
3179,6300,87,141,842,66,2024Q3
3179,6352,90,147,955,69,2024Q4
3179,6362,108,156,541,43,2025Q1
3179,6452,125,166,671,57,2025Q2
3179,6494,136,169,765,63,2025Q3
3179,6555,156,180,876,79,2025Q4
3179,6654,163,202,491,53,2026Q1
3179,6585,210,217,617,99,2026Q2
3180,7642,49,119,642,32,2023Q2
3180,7678,52,119,770,35,2023Q3
3180,7689,55,127,905,39,2023Q4
3180,7810,70,139,586,41,2024Q1
3180,7878,87,150,747,54,2024Q2
3180,7865,93,158,869,64,2024Q3
3180,7791,109,172,972,79,2024Q4
3180,7825,116,186,532,42,2025Q1
3180,7793,123,190,641,56,2025Q2
3180,7790,132,204,738,65,2025Q3
3180,7832,146,225,850,79,2025Q4
3180,7962,163,223,434,56,2026Q1
3180,7856,211,247,560,103,2026Q2
3181,10384,115,90,793,72,2023Q2
3181,10439,141,101,968,99,2023Q3
3181,10560,163,112,1175,122,2023Q4
3181,10657,178,111,713,101,2024Q1
3181,10610,200,120,854,121,2024Q2
3181,10705,226,138,1005,143,2024Q3
3181,10755,243,155,1168,157,2024Q4
3181,10875,253,179,644,73,2025Q1
3181,10928,273,198,795,96,2025Q2
3181,10911,293,208,952,117,2025Q3
3181,11042,321,236,1139,147,2025Q4
3181,11217,355,293,796,121,2026Q1
3181,11232,383,336,944,159,2026Q2
3182,13126,145,129,753,63,2023Q2
3182,13138,167,133,913,83,2023Q3
3182,13242,175,146,1050,92,2023Q4
3182,13273,192,156,662,68,2024Q1
3182,13365,221,180,849,97,2024Q2
3182,13399,230,201,983,109,2024Q3
3182,13422,248,211,1123,131,2024Q4
3182,13476,255,236,620,72,2025Q1
3182,13533,269,263,804,92,2025Q2
3182,13502,298,288,932,119,2025Q3
3182,13570,322,289,1059,143,2025Q4
3182,13584,352,304,582,87,2026Q1
3182,13513,407,316,759,130,2026Q2
3183,9443,107,102,520,63,2023Q2
3183,9534,120,106,638,74,2023Q3
3183,9496,129,119,735,84,2023Q4
3183,9541,135,129,449,60,2024Q1
3183,9484,140,131,531,67,2024Q2
3183,9465,153,150,658,82,2024Q3
3183,9489,174,174,773,97,2024Q4
3183,9604,191,185,442,53,2025Q1
3183,9630,208,203,565,67,2025Q2
3183,9677,220,204,673,84,2025Q3
3183,9731,248,212,781,111,2025Q4
3183,9711,278,230,444,90,2026Q1
3183,9812,301,263,548,122,2026Q2
3184,9503,104,77,587,57,2023Q2
3184,9522,119,77,705,72,2023Q3
3184,9529,140,81,828,89,2023Q4
3184,9611,148,93,502,60,2024Q1
3184,9644,164,97,625,73,2024Q2
3184,9636,181,106,728,93,2024Q3
3184,9641,201,118,834,112,2024Q4
3184,9681,222,130,472,66,2025Q1
3184,9721,242,141,595,85,2025Q2
3184,9657,281,158,727,118,2025Q3
3184,9753,298,179,856,137,2025Q4
3184,9744,313,187,477,93,2026Q1
3184,9737,347,229,609,125,2026Q2
3185,8768,115,93,775,68,2023Q2
3185,8780,138,104,931,90,2023Q3
3185,8875,154,110,1106,105,2023Q4
3185,8907,183,129,719,85,2024Q1
3185,9309,208,149,1061,110,2024Q2
3185,9325,223,184,1185,128,2024Q3
3185,9442,251,207,1473,158,2024Q4
3185,9547,267,239,1007,101,2025Q1
3185,9525,299,259,1139,138,2025Q2
3185,9563,348,274,1344,174,2025Q3
3185,9657,372,314,1541,198,2025Q4
3185,9746,399,366,1000,145,2026Q1
3185,9769,458,388,1176,196,2026Q2
3186,17616,349,145,1586,197,2023Q2
3186,17729,388,171,1901,239,2023Q3
3186,17927,438,183,2272,286,2023Q4
3186,18116,492,237,1529,230,2024Q1
3186,18148,506,264,1772,249,2024Q2
3186,18210,548,305,2077,295,2024Q3
3186,18262,576,334,2383,329,2024Q4
3186,18414,630,369,1370,189,2025Q1
3186,18452,695,409,1718,254,2025Q2
3186,18466,729,445,2016,298,2025Q3
3186,18585,796,487,2367,367,2025Q4
3186,18730,868,539,1400,268,2026Q1
3186,18839,979,589,1742,383,2026Q2
3187,11718,177,118,1032,116,2023Q2
3187,11783,206,132,1237,145,2023Q3
3187,11856,231,147,1434,174,2023Q4
3187,11943,267,155,957,141,2024Q1
3187,12002,292,168,1178,166,2024Q2
3187,11955,329,200,1414,202,2024Q3
3187,12029,358,223,1597,231,2024Q4
3187,12096,381,244,923,129,2025Q1
3187,12185,428,274,1111,170,2025Q2
3187,12180,472,300,1313,211,2025Q3
3187,12148,493,326,1488,239,2025Q4
3187,12255,549,363,910,164,2026Q1
3187,12323,614,412,1156,239,2026Q2
3188,12478,169,137,804,113,2023Q2
3188,12607,198,139,1009,141,2023Q3
3188,12740,227,143,1216,163,2023Q4
3188,12875,265,148,801,145,2024Q1
3188,13024,289,164,1000,169,2024Q2
3188,13078,319,183,1173,195,2024Q3
3188,13115,368,205,1373,240,2024Q4
3188,13178,393,251,755,134,2025Q1
3188,13287,439,266,997,181,2025Q2
3188,13313,481,287,1223,217,2025Q3
3188,13331,516,309,1431,246,2025Q4
3188,13425,572,351,865,167,2026Q1
3188,13443,630,392,1079,229,2026Q2
3189,9417,76,157,1026,49,2023Q2
3189,9503,91,175,1209,65,2023Q3
3189,9480,102,177,1441,76,2023Q4
3189,9558,116,178,1021,67,2024Q1
3189,9663,124,184,1205,76,2024Q2
3189,9627,129,189,1334,84,2024Q3
3189,9535,128,202,1387,88,2024Q4
3189,9581,147,214,766,53,2025Q1
3189,9696,163,228,950,72,2025Q2
3189,9649,162,238,1070,76,2025Q3
3189,9686,199,256,1289,109,2025Q4
3189,9730,211,289,768,76,2026Q1
3189,9994,249,314,993,111,2026Q2
3190,8282,75,81,537,47,2023Q2
3190,8277,85,87,646,57,2023Q3
3190,8360,95,91,765,64,2023Q4
3190,8376,107,100,481,57,2024Q1
3190,8497,130,115,621,78,2024Q2
3190,8554,150,120,731,98,2024Q3
3190,8563,168,128,854,115,2024Q4
3190,8608,176,148,485,59,2025Q1
3190,8667,190,161,606,76,2025Q2
3190,8766,208,172,733,98,2025Q3
3190,8797,225,194,875,120,2025Q4
3190,8935,249,223,516,82,2026Q1
3190,8939,292,264,677,128,2026Q2
3191,7709,80,70,566,48,2023Q2
3191,7746,93,70,666,62,2023Q3
3191,7824,108,72,799,77,2023Q4
3191,7920,121,74,486,58,2024Q1
3191,7947,146,90,610,80,2024Q2
3191,7940,179,100,730,110,2024Q3
3191,7975,200,115,869,133,2024Q4
3191,7952,225,134,517,90,2025Q1
3191,7977,249,149,656,111,2025Q2
3191,7928,267,161,769,127,2025Q3
3191,7975,282,185,893,140,2025Q4
3191,8054,303,206,493,78,2026Q1
3191,8216,349,238,641,121,2026Q2
3192,19474,133,278,1585,98,2023Q2
3192,19407,157,276,1842,122,2023Q3
3192,19250,187,269,2084,151,2023Q4
3192,19499,213,253,1359,129,2024Q1
3192,19617,239,277,1709,157,2024Q2
3192,19747,260,297,2013,176,2024Q3
3192,19712,293,325,2271,208,2024Q4
3192,19768,321,361,1289,126,2025Q1
3192,19901,370,395,1680,172,2025Q2
3192,19907,420,444,2011,220,2025Q3
3192,19931,451,455,2266,251,2025Q4
3192,19893,512,512,1270,185,2026Q1
3192,20049,602,577,1645,276,2026Q2
3193,15211,169,140,1061,102,2023Q2
3193,15248,198,148,1312,131,2023Q3
3193,15331,228,161,1562,163,2023Q4
3193,15342,259,178,996,137,2024Q1
3193,15410,296,196,1264,177,2024Q2
3193,15431,331,219,1495,211,2024Q3
3193,15456,360,241,1734,238,2024Q4
3193,15605,411,274,956,139,2025Q1
3193,15627,454,300,1182,185,2025Q2
3193,15662,507,312,1429,230,2025Q3
