postcode,vehicles,bev,hybrid,recent_vehicles,recent_bev,quarter
3061,14086,94,566,1529,35,2025Q3
3061,14598,103,550,1856,41,2025Q4
3061,14483,113,490,913,24,2026Q1
3061,14455,130,526,1132,43,2026Q2
3063,694,0,16,44,0,2023Q2
3063,685,0,15,46,0,2023Q3
3063,695,0,16,53,0,2023Q4
3063,687,1,15,31,1,2024Q1
3063,691,1,15,38,1,2024Q2
3063,693,1,15,45,1,2024Q3
3063,685,3,15,50,2,2024Q4
3063,696,3,17,29,1,2025Q1
3063,697,4,17,38,2,2025Q2
3063,680,5,19,41,2,2025Q3
3063,698,5,19,50,2,2025Q4
3063,693,7,20,29,1,2026Q1
3063,663,9,20,39,3,2026Q2
3064,82960,420,1964,6010,234,2023Q2
3064,84821,482,2071,7292,294,2023Q3
3064,86331,532,2217,8577,346,2023Q4
3064,87883,608,2300,5343,287,2024Q1
3064,89361,693,2535,6658,368,2024Q2
3064,90803,774,2742,7875,447,2024Q3
3064,92337,880,2981,9165,542,2024Q4
3064,93416,958,3268,5266,340,2025Q1
3064,95243,1082,3608,6744,464,2025Q2
3064,96556,1212,3950,8198,594,2025Q3
3064,97959,1327,4260,9477,695,2025Q4
3064,99461,1509,4681,5604,529,2026Q1
3064,101218,1870,5186,7151,871,2026Q2
3065,5515,82,75,360,37,2023Q2
3065,5515,86,75,427,43,2023Q3
3065,5497,93,76,487,52,2023Q4
3065,5555,99,80,317,37,2024Q1
3065,5555,118,94,392,52,2024Q2
3065,5448,125,112,464,57,2024Q3
3065,5471,138,117,549,74,2024Q4
3065,5500,154,125,319,46,2025Q1
3065,5486,165,145,398,57,2025Q2
3065,5536,185,163,485,75,2025Q3
3065,5524,196,173,562,90,2025Q4
3065,5536,216,181,289,58,2026Q1
3065,5540,235,192,350,79,2026Q2
3066,5599,72,105,574,39,2023Q2
3066,5662,78,117,650,45,2023Q3
3066,5683,90,134,741,59,2023Q4
3066,5783,108,139,537,59,2024Q1
3066,5734,134,146,649,90,2024Q2
3066,5735,135,157,716,90,2024Q3
3066,5709,143,164,819,96,2024Q4
3066,5713,157,183,505,68,2025Q1
3066,5753,177,207,614,89,2025Q2
3066,5800,188,216,721,103,2025Q3
3066,5769,214,239,778,125,2025Q4
3066,5804,238,247,529,95,2026Q1
3066,5745,249,259,597,108,2026Q2
3067,5316,57,70,459,33,2023Q2
3067,5419,69,79,556,44,2023Q3
3067,5425,78,89,656,53,2023Q4
3067,5492,87,92,414,50,2024Q1
3067,5481,89,99,500,53,2024Q2
3067,5460,92,107,566,58,2024Q3
3067,5453,110,123,649,74,2024Q4
3067,5469,123,138,361,43,2025Q1
3067,5474,136,140,447,55,2025Q2
3067,5461,150,145,523,67,2025Q3
3067,5619,165,168,606,79,2025Q4
3067,5588,184,175,350,62,2026Q1
3067,5642,217,197,444,97,2026Q2
3068,10993,168,134,640,109,2023Q2
3068,11080,179,149,759,119,2023Q3
3068,11167,201,155,874,140,2023Q4
3068,11175,230,177,548,117,2024Q1
3068,11190,259,202,714,144,2024Q2
3068,11197,281,209,857,166,2024Q3
3068,11174,309,215,991,196,2024Q4
3068,11230,332,244,592,113,2025Q1
3068,11177,361,267,722,140,2025Q2
3068,11236,392,286,854,168,2025Q3
3068,11278,433,305,979,211,2025Q4
3068,11322,462,333,494,132,2026Q1
3068,11353,551,343,652,224,2026Q2
3070,14498,184,415,873,100,2023Q2
3070,14587,217,427,1038,131,2023Q3
3070,14727,243,450,1215,152,2023Q4
3070,14803,281,453,732,141,2024Q1
3070,14853,307,459,893,173,2024Q2
3070,14810,334,473,1079,200,2024Q3
3070,14918,375,471,1282,243,2024Q4
3070,15015,399,511,758,129,2025Q1
3070,15062,440,533,964,173,2025Q2
3070,15122,476,557,1116,206,2025Q3
3070,15204,526,583,1296,254,2025Q4
3070,15368,589,618,734,180,2026Q1
3070,15446,694,640,944,278,2026Q2
3071,11700,82,180,701,43,2023Q2
3071,11709,107,192,823,65,2023Q3
3071,11765,120,200,956,80,2023Q4
3071,11832,134,215,570,74,2024Q1
3071,11941,152,230,703,88,2024Q2
3071,11977,170,239,847,104,2024Q3
3071,12044,195,261,996,129,2024Q4
3071,12115,213,273,567,66,2025Q1
3071,12221,251,286,709,101,2025Q2
3071,12222,277,309,871,131,2025Q3
3071,12305,314,329,1046,170,2025Q4
3071,12333,349,336,593,120,2026Q1
3071,12448,424,365,782,194,2026Q2
3072,25660,167,559,2229,87,2023Q2
3072,25944,181,581,2649,104,2023Q3
3072,26036,198,609,3129,121,2023Q4
3072,26143,238,621,2054,113,2024Q1
3072,26508,275,696,2556,147,2024Q2
3072,26773,309,761,3026,176,2024Q3
3072,27098,351,804,3567,214,2024Q4
3072,27117,375,846,2257,127,2025Q1
3072,27208,409,906,2740,165,2025Q2
3072,25838,449,916,2532,205,2025Q3
3072,26075,504,957,2926,256,2025Q4
3072,26043,561,996,1780,196,2026Q1
3072,26289,678,1025,2179,304,2026Q2
3073,33449,147,679,1683,76,2023Q2
3073,33706,172,708,2063,102,2023Q3
3073,33800,189,718,2411,122,2023Q4
3073,34039,218,749,1539,118,2024Q1
3073,34167,258,792,1919,149,2024Q2
3073,34339,288,821,2296,180,2024Q3
3073,34384,322,869,2651,213,2024Q4
3073,34586,347,930,1524,110,2025Q1
3073,34816,403,1012,1912,166,2025Q2
3073,34848,452,1062,2240,215,2025Q3
3073,34779,506,1123,2597,258,2025Q4
3073,34734,551,1166,1452,190,2026Q1
3073,34851,657,1228,1861,300,2026Q2
3074,19763,65,395,1349,28,2023Q2
3074,20084,72,423,1658,37,2023Q3
3074,20249,78,442,1935,43,2023Q4
3074,20285,93,486,1233,43,2024Q1
3074,20464,102,515,1516,51,2024Q2
3074,20639,108,550,1758,59,2024Q3
3074,20687,114,629,2080,65,2024Q4
3074,20804,119,741,1201,35,2025Q1
3074,20998,139,810,1495,54,2025Q2
3074,21002,159,835,1787,68,2025Q3
3074,20918,172,899,2059,81,2025Q4
3074,20923,192,920,1145,66,2026Q1
3074,21054,223,936,1400,97,2026Q2
3075,15414,49,369,731,29,2023Q2
3075,15565,54,396,891,34,2023Q3
3075,15705,58,409,1070,38,2023Q4
3075,15822,70,436,678,39,2024Q1
3075,16003,81,493,890,51,2024Q2
3075,15979,90,522,1034,60,2024Q3
3075,16131,95,549,1178,62,2024Q4
3075,16041,100,545,669,37,2025Q1
3075,16092,120,561,828,54,2025Q2
3075,16068,131,581,987,62,2025Q3
3075,16090,136,601,1127,72,2025Q4
3075,16097,148,594,591,52,2026Q1
3075,16237,174,662,758,74,2026Q2
3076,27408,301,913,2346,76,2023Q2
3076,27714,309,975,2806,87,2023Q3
3076,28114,281,1011,3290,104,2023Q4
3076,28324,343,1048,2390,91,2024Q1
3076,28672,358,1105,2915,106,2024Q2
3076,28663,393,1147,3277,134,2024Q3
3076,28735,393,1164,3672,142,2024Q4
3076,28744,413,1231,2326,96,2025Q1
3076,28999,446,1292,2812,129,2025Q2
3076,29010,478,1355,3225,152,2025Q3
3076,29212,513,1440,3684,184,2025Q4
3076,29261,541,1491,2321,143,2026Q1
3076,29284,581,1597,2718,200,2026Q2
3078,9279,146,149,820,101,2023Q2
3078,9287,166,162,945,124,2023Q3
3078,9440,191,180,1123,149,2023Q4
3078,9541,217,196,788,129,2024Q1
3078,9619,250,193,935,159,2024Q2
3078,9522,276,212,1066,188,2024Q3
3078,9603,276,233,1142,186,2024Q4
3078,9593,302,257,654,117,2025Q1
3078,9641,325,279,804,141,2025Q2
3078,9677,352,291,916,169,2025Q3
3078,9689,380,304,1061,192,2025Q4
3078,9818,416,317,692,132,2026Q1
3078,9958,487,363,910,207,2026Q2
3079,12138,139,170,832,79,2023Q2
3079,12152,170,183,1010,106,2023Q3
3079,12209,190,192,1202,122,2023Q4
3079,12308,215,201,793,112,2024Q1
3079,12369,266,230,1000,161,2024Q2
3079,12540,296,260,1170,185,2024Q3
3079,12597,323,285,1333,211,2024Q4
3079,12607,341,308,724,108,2025Q1
3079,12634,372,331,906,139,2025Q2
3079,12712,408,356,1115,176,2025Q3
3079,12806,449,372,1316,213,2025Q4
3079,12842,492,408,746,149,2026Q1
3079,12928,566,449,939,221,2026Q2
3081,10825,85,279,738,58,2023Q2
3081,10986,115,292,908,84,2023Q3
3081,11121,132,296,1061,99,2023Q4
3081,11195,143,312,621,69,2024Q1
3081,11374,151,338,798,81,2024Q2
3081,11536,168,373,948,94,2024Q3
3081,11594,184,396,1093,108,2024Q4
3081,11697,201,416,656,55,2025Q1
3081,11831,220,431,819,70,2025Q2
3081,11936,242,436,984,92,2025Q3
3081,11919,258,454,1111,110,2025Q4
3081,12000,281,477,621,84,2026Q1
3081,11992,328,493,781,129,2026Q2
3082,21315,72,376,1289,44,2023Q2
3082,21400,94,379,1531,67,2023Q3
3082,21430,96,394,1785,69,2023Q4
3082,21510,103,405,1195,59,2024Q1
3082,21531,121,437,1475,78,2024Q2
3082,21640,122,477,1741,82,2024Q3
3082,21601,136,498,1978,98,2024Q4
3082,21548,151,540,1172,64,2025Q1
3082,21669,184,583,1468,92,2025Q2
3082,21575,216,625,1648,120,2025Q3
3082,21628,238,701,1900,144,2025Q4
3082,21550,269,746,1126,112,2026Q1
3082,21653,332,791,1426,172,2026Q2
3083,23163,128,404,1608,85,2023Q2
3083,23289,145,421,1919,102,2023Q3
3083,23538,173,451,2264,128,2023Q4
3083,23736,203,486,1526,117,2024Q1
3083,23896,220,516,1826,137,2024Q2
3083,24016,235,561,2195,155,2024Q3
3083,24064,256,590,2488,170,2024Q4
3083,24077,273,630,1446,105,2025Q1
3083,24199,310,665,1717,143,2025Q2
3083,24078,337,706,2012,172,2025Q3
3083,24160,375,757,2260,203,2025Q4
3083,24253,441,814,1307,178,2026Q1
3083,24346,544,866,1693,278,2026Q2
3084,18504,173,261,1225,111,2023Q2
3084,18612,207,286,1495,145,2023Q3
3084,18701,243,306,1777,178,2023Q4
3084,18671,276,350,1109,157,2024Q1
3084,18781,305,402,1354,186,2024Q2
3084,18829,350,433,1622,227,2024Q3
3084,18883,391,484,1870,267,2024Q4
3084,18931,430,552,1045,141,2025Q1
3084,19000,475,606,1313,191,2025Q2
3084,19053,533,656,1579,245,2025Q3
3084,19084,564,716,1826,280,2025Q4
3084,19104,624,776,1013,202,2026Q1
3084,19259,769,847,1351,341,2026Q2
3085,9165,66,120,573,44,2023Q2
3085,9219,79,129,706,54,2023Q3
3085,9250,91,139,862,66,2023Q4
3085,9292,106,154,569,53,2024Q1
3085,9339,116,165,695,64,2024Q2
3085,9371,128,177,831,75,2024Q3
3085,9376,150,198,956,102,2024Q4
3085,9447,166,221,543,68,2025Q1
3085,9454,190,238,676,92,2025Q2
3085,9418,218,249,814,120,2025Q3
3085,9500,252,271,950,152,2025Q4
3085,9460,288,291,543,120,2026Q1
3085,9516,335,324,683,166,2026Q2
3087,6102,31,92,373,20,2023Q2
3087,6159,42,94,439,30,2023Q3
3087,6207,47,105,526,34,2023Q4
3087,6201,54,101,314,30,2024Q1
3087,6188,63,106,401,39,2024Q2
3087,6209,67,113,476,43,2024Q3
3087,6219,76,122,556,54,2024Q4
3087,6273,81,144,314,28,2025Q1
3087,6270,88,151,387,36,2025Q2
3087,6305,96,164,465,42,2025Q3
3087,6323,113,182,553,59,2025Q4
3087,6268,127,190,320,44,2026Q1
3087,6265,147,204,388,65,2026Q2
3088,19832,101,255,1243,61,2023Q2
3088,19890,128,281,1526,88,2023Q3
3088,20020,152,299,1810,110,2023Q4
3088,20099,184,312,1107,110,2024Q1
3088,20223,235,348,1424,160,2024Q2
3088,20242,263,380,1707,184,2024Q3
3088,20338,295,415,1959,216,2024Q4
3088,20443,324,464,1144,127,2025Q1
3088,20436,356,498,1438,157,2025Q2
3088,20436,397,536,1700,200,2025Q3
3088,20429,433,587,2001,241,2025Q4
3088,20451,488,622,1105,158,2026Q1
3088,20560,589,692,1432,259,2026Q2
3089,10039,51,151,726,30,2023Q2
3089,10074,59,157,855,38,2023Q3
3089,10022,68,161,981,45,2023Q4
3089,10116,77,168,603,34,2024Q1
3089,10161,90,175,731,47,2024Q2
3089,10152,102,180,868,59,2024Q3
3089,10190,118,188,1004,75,2024Q4
3089,10225,135,216,615,57,2025Q1
3089,10270,160,247,780,78,2025Q2
3089,10277,177,265,927,93,2025Q3
3089,10263,195,281,1064,112,2025Q4
3089,10246,208,296,604,71,2026Q1
3089,10284,256,321,771,123,2026Q2
3090,2485,18,27,187,13,2023Q2
3090,2502,24,31,219,17,2023Q3
3090,2501,27,31,265,20,2023Q4
3090,2516,29,33,188,20,2024Q1
3090,2534,33,39,243,24,2024Q2
3090,2527,36,41,276,26,2024Q3
3090,2498,36,46,299,26,2024Q4
3090,2493,44,53,164,15,2025Q1
3090,2488,46,54,208,17,2025Q2
3090,2543,52,58,256,22,2025Q3
3090,2544,58,59,289,28,2025Q4
3090,2581,65,62,178,22,2026Q1
3090,2591,77,71,220,33,2026Q2
3091,1780,10,38,108,2,2023Q2
3091,1793,13,36,128,4,2023Q3
3091,1799,15,36,161,6,2023Q4
3091,1801,18,37,100,8,2024Q1
3091,1805,18,40,119,8,2024Q2
3091,1841,21,44,144,10,2024Q3
3091,1856,22,43,173,10,2024Q4
3091,1829,23,41,87,8,2025Q1
3091,1843,24,41,115,10,2025Q2
3091,1843,24,48,140,10,2025Q3
3091,1858,24,53,163,10,2025Q4
3091,1849,27,54,86,5,2026Q1
3091,1889,30,59,105,7,2026Q2
3093,3063,30,41,235,18,2023Q2
3093,3109,36,43,277,24,2023Q3
3093,3107,41,42,323,29,2023Q4
3093,3089,49,42,194,26,2024Q1
3093,3113,54,43,243,32,2024Q2
3093,3222,61,47,299,38,2024Q3
3093,3211,66,51,345,44,2024Q4
3093,3248,67,62,196,21,2025Q1
3093,3248,73,61,236,27,2025Q2
3093,3225,88,58,282,42,2025Q3
3093,3230,96,61,314,49,2025Q4
3093,3210,103,68,165,31,2026Q1
3093,3250,126,81,220,52,2026Q2
3094,6518,38,92,395,23,2023Q2
3094,6556,40,90,465,24,2023Q3
3094,6577,47,95,562,31,2023Q4
3094,6571,54,106,340,28,2024Q1
3094,6628,65,114,437,39,2024Q2
3094,6614,75,117,507,48,2024Q3
3094,6615,91,125,599,66,2024Q4
3094,6619,105,140,349,48,2025Q1
3094,6640,116,160,440,57,2025Q2
3094,6667,129,172,540,67,2025Q3
3094,6685,153,191,640,89,2025Q4
3094,6678,169,206,381,57,2026Q1
3094,6667,205,225,459,90,2026Q2
3095,22332,182,301,1414,107,2023Q2
3095,22428,216,312,1752,138,2023Q3
3095,22484,244,335,2069,165,2023Q4
3095,22502,272,366,1337,136,2024Q1
3095,22562,322,382,1685,184,2024Q2
3095,22531,371,414,2011,230,2024Q3
3095,22525,403,460,2319,261,2024Q4
3095,22583,435,510,1339,161,2025Q1
3095,22638,492,549,1674,215,2025Q2
3095,22643,554,600,1975,276,2025Q3
3095,22695,611,648,2269,330,2025Q4
3095,22738,700,717,1227,228,2026Q1
3095,22786,810,786,1556,329,2026Q2
3096,1589,8,32,82,5,2023Q2
3096,1592,10,31,103,7,2023Q3
3096,1611,12,31,121,9,2023Q4
3096,1625,12,32,79,6,2024Q1
3096,1631,13,31,97,7,2024Q2
3096,1634,17,35,118,10,2024Q3
3096,1657,20,36,133,12,2024Q4
3096,1685,22,37,65,4,2025Q1
3096,1670,23,39,85,5,2025Q2
3096,1675,24,42,105,6,2025Q3
3096,1645,26,41,120,8,2025Q4
3096,1652,32,40,72,11,2026Q1
3096,1628,35,46,92,14,2026Q2
3097,1473,16,24,77,8,2023Q2
3097,1465,18,27,95,10,2023Q3
3097,1478,19,28,120,11,2023Q4
3097,1499,18,27,76,7,2024Q1
3097,1506,18,26,87,7,2024Q2
3097,1524,20,27,108,8,2024Q3
3097,1517,23,29,127,12,2024Q4
3097,1508,23,31,53,5,2025Q1
3097,1531,25,35,73,7,2025Q2
3097,1530,28,42,104,11,2025Q3
3097,1543,38,40,127,20,2025Q4
3097,1537,44,41,93,19,2026Q1
3097,1547,52,49,113,26,2026Q2
3099,4533,29,84,209,18,2023Q2
3099,4528,37,88,258,24,2023Q3
3099,4544,38,90,312,24,2023Q4
3099,4546,44,91,190,21,2024Q1
3099,4525,45,96,229,22,2024Q2
3099,4545,47,96,274,25,2024Q3
3099,4534,53,101,336,30,2024Q4
3099,4563,53,105,193,12,2025Q1
3099,4606,65,113,252,22,2025Q2
3099,4596,69,120,292,27,2025Q3
3099,4621,74,122,337,32,2025Q4
3099,4657,81,132,195,23,2026Q1
3099,4652,90,137,237,31,2026Q2
3101,16598,347,207,1376,215,2023Q2
3101,16611,391,223,1641,262,2023Q3
3101,16721,453,253,1981,322,2023Q4
3101,16758,499,282,1295,246,2024Q1
3101,16838,539,314,1566,287,2024Q2
3101,16952,595,351,1842,339,2024Q3
3101,16926,621,380,2105,368,2024Q4
3101,17047,661,437,1131,175,2025Q1
3101,17108,718,480,1435,231,2025Q2
3101,17036,779,506,1683,297,2025Q3
3101,17092,860,550,1963,368,2025Q4
3101,17199,913,610,1105,245,2026Q1
3101,17274,1055,647,1408,380,2026Q2
3102,4967,80,65,496,50,2023Q2
3102,5039,87,73,612,57,2023Q3
3102,5138,95,84,734,65,2023Q4
3102,4970,107,91,359,52,2024Q1
3102,5009,116,100,447,60,2024Q2
3102,5024,123,114,533,69,2024Q3
3102,5043,137,123,609,83,2024Q4
3102,5082,151,143,334,41,2025Q1
3102,5072,174,149,400,63,2025Q2
3102,5072,199,157,479,87,2025Q3
3102,5088,214,171,552,102,2025Q4
3102,5055,232,178,305,66,2026Q1
3102,5056,274,192,394,108,2026Q2
3103,10842,185,144,959,124,2023Q2
3103,10893,210,165,1168,150,2023Q3
3103,10837,239,176,1324,175,2023Q4
3103,10912,265,210,858,139,2024Q1
3103,11000,296,237,1049,166,2024Q2
3103,10936,310,259,1211,187,2024Q3
3103,10929,339,292,1394,215,2024Q4
3103,10935,365,326,793,122,2025Q1
3103,10962,420,349,1011,174,2025Q2
3103,10920,446,381,1165,206,2025Q3
3103,10931,493,404,1343,252,2025Q4
3103,10938,548,433,778,189,2026Q1
3103,10961,657,477,1004,302,2026Q2
3104,14635,251,185,1298,179,2023Q2
3104,14622,284,218,1507,209,2023Q3
3104,14686,320,240,1765,243,2023Q4
3104,14752,365,261,1109,188,2024Q1
3104,14893,415,296,1392,241,2024Q2
3104,14949,431,324,1580,266,2024Q3
3104,14931,469,350,1795,300,2024Q4
3104,15127,530,404,1047,181,2025Q1
3104,15241,593,455,1326,246,2025Q2
3104,14974,668,487,1575,329,2025Q3
3104,14973,720,535,1797,382,2025Q4
3104,14997,793,579,1005,288,2026Q1
3104,15019,951,637,1320,446,2026Q2
3105,8181,82,124,549,67,2023Q2
3105,8195,96,126,667,78,2023Q3
3105,8205,100,137,777,84,2023Q4
3105,8233,109,151,507,60,2024Q1
3105,8273,123,159,598,73,2024Q2
3105,8293,134,170,702,85,2024Q3
3105,8297,155,192,830,105,2024Q4
3105,8360,170,217,442,54,2025Q1
3105,8391,191,252,565,76,2025Q2
3105,8380,208,270,676,95,2025Q3
3105,8372,234,286,788,116,2025Q4
3105,8386,268,306,435,92,2026Q1
3105,8396,326,342,569,147,2026Q2
3106,13099,174,148,1027,116,2023Q2
3106,13154,209,159,1210,147,2023Q3
3106,13191,234,163,1406,172,2023Q4
3106,13207,267,190,913,137,2024Q1
3106,13168,296,210,1126,170,2024Q2
3106,13165,323,237,1316,195,2024Q3
3106,13099,339,264,1481,218,2024Q4
3106,13126,367,296,813,120,2025Q1
3106,13209,415,335,1026,169,2025Q2
3106,13129,455,362,1243,211,2025Q3
3106,13138,477,392,1397,234,2025Q4
3106,13161,530,431,806,183,2026Q1
3106,13274,627,483,1047,282,2026Q2
3107,9872,87,125,691,69,2023Q2
3107,9954,101,139,817,83,2023Q3
3107,9974,114,145,953,96,2023Q4
3107,10057,131,154,612,83,2024Q1
3107,9993,154,173,740,106,2024Q2
3107,10048,173,193,890,122,2024Q3
3107,10068,204,208,1031,151,2024Q4
3107,10103,214,228,555,76,2025Q1
3107,10175,249,239,702,112,2025Q2
3107,10203,285,262,849,144,2025Q3
3107,10249,309,281,997,165,2025Q4
3107,10283,352,296,549,120,2026Q1
3107,10337,434,328,746,201,2026Q2
3108,19888,280,330,2319,204,2023Q2
3108,20092,334,359,2736,260,2023Q3
3108,20350,368,397,3109,294,2023Q4
3108,20612,458,424,2383,296,2024Q1
3108,20848,548,477,2790,379,2024Q2
3108,20687,602,524,3121,438,2024Q3
3108,20713,702,577,3551,543,2024Q4
3108,20068,661,627,2014,330,2025Q1
3108,20155,736,733,2370,413,2025Q2
3108,20265,822,806,2806,499,2025Q3
3108,20389,841,896,3159,534,2025Q4
3108,20487,927,993,2212,422,2026Q1
3108,20605,1038,1090,2641,542,2026Q2
3109,21089,191,267,1706,141,2023Q2
3109,21178,234,304,2072,182,2023Q3
3109,21355,260,329,2434,208,2023Q4
3109,21472,322,368,1605,203,2024Q1
3109,21571,373,417,1961,252,2024Q2
3109,21543,418,469,2271,294,2024Q3
3109,21595,457,547,2623,329,2024Q4
3109,21635,499,595,1438,182,2025Q1
3109,21747,582,656,1815,254,2025Q2
3109,21764,649,740,2162,323,2025Q3
3109,21713,729,799,2477,394,2025Q4
3109,21816,848,884,1431,338,2026Q1
3109,22001,1039,959,1851,522,2026Q2
3111,9540,115,131,641,68,2023Q2
3111,9597,125,134,769,80,2023Q3
3111,9622,145,141,941,99,2023Q4
3111,9709,171,150,645,85,2024Q1
3111,9779,198,164,792,116,2024Q2
3111,9795,214,168,927,132,2024Q3
3111,9831,245,186,1054,159,2024Q4
3111,9895,257,210,572,82,2025Q1
3111,9876,302,226,730,124,2025Q2
3111,9938,330,253,868,154,2025Q3
3111,10025,350,277,993,178,2025Q4
3111,9959,383,302,552,123,2026Q1
3111,9965,463,327,728,206,2026Q2
3113,7169,86,95,454,54,2023Q2
3113,7215,95,103,554,62,2023Q3
3113,7226,108,110,646,74,2023Q4
3113,7258,116,118,399,56,2024Q1
3113,7254,125,119,505,70,2024Q2
3113,7313,134,126,609,80,2024Q3
3113,7321,149,134,685,95,2024Q4
3113,7304,159,156,362,53,2025Q1
3113,7315,179,162,450,71,2025Q2
3113,7327,193,173,538,86,2025Q3
3113,7320,227,190,633,119,2025Q4
3113,7306,260,210,373,92,2026Q1
3113,7309,304,233,497,136,2026Q2
3114,3365,42,53,216,31,2023Q2
3114,3391,45,51,269,34,2023Q3
3114,3421,49,52,318,37,2023Q4
3114,3409,58,52,199,29,2024Q1
3114,3423,70,52,255,40,2024Q2
3114,3397,73,49,284,43,2024Q3
3114,3402,78,53,316,49,2024Q4
3114,3434,83,59,154,22,2025Q1
3114,3469,91,69,208,28,2025Q2
3114,4042,106,85,310,38,2025Q3
3114,3462,113,74,294,47,2025Q4
3114,3475,118,80,171,35,2026Q1
3114,3485,143,91,230,60,2026Q2
3115,3483,16,56,241,9,2023Q2
3115,3488,18,63,289,11,2023Q3
3115,3486,22,64,350,15,2023Q4
3115,3492,32,68,225,19,2024Q1
3115,3563,39,76,284,24,2024Q2
3115,3572,40,74,325,26,2024Q3
3115,3566,45,77,380,31,2024Q4
3115,3566,51,81,202,23,2025Q1
3115,3586,59,91,265,30,2025Q2
3115,3619,64,96,319,35,2025Q3
3115,3596,67,96,347,38,2025Q4
3115,3629,76,101,194,25,2026Q1
3115,3647,88,116,249,36,2026Q2
3116,9210,40,158,663,25,2023Q2
3116,9296,40,162,805,25,2023Q3
3116,9354,47,166,931,30,2023Q4
3116,9390,53,173,591,24,2024Q1
3116,9432,62,175,729,37,2024Q2
3116,9387,67,192,850,45,2024Q3
3116,9439,78,207,1016,56,2024Q4
3116,9441,91,222,598,41,2025Q1
3116,9509,109,227,749,57,2025Q2
3116,9511,126,233,875,74,2025Q3
3116,9501,141,252,998,91,2025Q4
3116,9510,154,272,510,66,2026Q1
3116,9552,195,303,651,105,2026Q2
3121,25299,441,257,3728,244,2023Q2
3121,25356,490,268,4623,314,2023Q3
3121,25545,562,297,5500,387,2023Q4
3121,25119,642,330,4143,361,2024Q1
3121,25410,697,374,5226,395,2024Q2
3121,25435,727,413,5978,455,2024Q3
3121,25191,758,445,6465,509,2024Q4
3121,25031,907,497,5124,390,2025Q1
3121,25925,1054,604,6276,507,2025Q2
3121,24847,926,723,6205,512,2025Q3
3121,23816,886,798,5896,501,2025Q4
3121,24204,952,988,4667,376,2026Q1
3121,24537,974,1019,5297,411,2026Q2
3122,14365,206,148,1164,111,2023Q2
3122,14371,233,166,1402,139,2023Q3
3122,14411,256,182,1631,164,2023Q4
3122,14507,287,218,1026,137,2024Q1
3122,14542,317,253,1246,162,2024Q2
3122,14645,345,282,1476,191,2024Q3
3122,14772,363,324,1685,215,2024Q4
3122,14756,387,362,911,104,2025Q1
3122,14884,422,422,1153,144,2025Q2
3122,14855,467,455,1353,180,2025Q3
3122,14891,510,500,1606,224,2025Q4
3122,14854,566,532,953,165,2026Q1
3122,14778,634,580,1192,249,2026Q2
3123,9927,153,174,908,97,2023Q2
3123,10010,172,198,1100,118,2023Q3
3123,10028,194,219,1286,142,2023Q4
3123,10039,209,245,825,107,2024Q1
3123,10122,239,272,1027,141,2024Q2
3123,10093,258,303,1191,162,2024Q3
3123,10152,278,349,1422,180,2024Q4
3123,10308,310,394,869,112,2025Q1
3123,10327,340,422,1060,144,2025Q2
3123,10336,372,450,1232,170,2025Q3
3123,10362,404,460,1398,206,2025Q4
3123,10492,439,499,778,138,2026Q1
3123,10528,508,538,998,204,2026Q2
3124,15361,289,191,1297,190,2023Q2
3124,15338,326,216,1560,228,2023Q3
3124,15442,358,245,1840,264,2023Q4
3124,15485,397,278,1222,216,2024Q1
3124,15657,463,313,1536,281,2024Q2
3124,15672,494,347,1774,309,2024Q3
3124,15746,542,376,2039,355,2024Q4
3124,15785,589,420,1110,196,2025Q1
3124,15871,657,457,1384,260,2025Q2
3124,15916,717,495,1623,323,2025Q3
3124,15962,790,540,1862,386,2025Q4
3124,16020,883,585,1032,278,2026Q1
3124,15998,1005,628,1311,406,2026Q2
3125,11167,136,171,992,89,2023Q2
3125,11195,146,185,1180,103,2023Q3
3125,11321,167,194,1319,123,2023Q4
3125,11230,187,205,932,92,2024Q1
3125,11306,214,249,1136,119,2024Q2
3125,11262,237,272,1324,144,2024Q3
3125,11334,267,298,1501,175,2024Q4
3125,11265,297,311,860,117,2025Q1
3125,11407,333,342,1051,150,2025Q2
3125,11609,370,374,1238,186,2025Q3
3125,11705,397,416,1417,215,2025Q4
3125,11717,429,460,902,161,2026Q1
3125,11791,505,553,1134,236,2026Q2
3126,5655,112,67,488,67,2023Q2
3126,5648,124,69,565,80,2023Q3
3126,5632,137,76,646,93,2023Q4
3126,5675,165,87,379,86,2024Q1
3126,5717,181,98,474,101,2024Q2
3126,5702,199,120,593,120,2024Q3
3126,5718,220,137,699,140,2024Q4
3126,5668,228,156,381,65,2025Q1
3126,5653,248,178,483,89,2025Q2
3126,5633,261,199,556,103,2025Q3
3126,5634,284,209,643,127,2025Q4
3126,5684,312,224,382,90,2026Q1
3126,5684,347,248,486,132,2026Q2
3127,12983,179,153,982,125,2023Q2
3127,13068,208,166,1162,152,2023Q3
3127,13112,239,190,1383,179,2023Q4
3127,13381,268,196,989,140,2024Q1
3127,13454,317,209,1224,186,2024Q2
3127,13488,345,250,1431,215,2024Q3
3127,13519,384,269,1638,256,2024Q4
3127,13613,409,295,906,141,2025Q1
3127,13666,472,326,1144,198,2025Q2
