state,lga_name,month,bev_exact,bev_supp,phev_exact,phev_supp,other_exact,other_supp
NSW,Port Macquarie-Hastings,2024-03,0,2,0,0,0,50
NSW,Port Macquarie-Hastings,2024-04,0,5,0,2,0,158
NSW,Port Macquarie-Hastings,2024-05,0,3,0,1,0,146
NSW,Port Macquarie-Hastings,2024-06,0,8,0,4,0,222
NSW,Port Macquarie-Hastings,2024-07,0,10,0,1,0,210
NSW,Port Macquarie-Hastings,2024-08,0,5,0,5,0,210
NSW,Port Macquarie-Hastings,2024-09,0,5,0,4,0,211
NSW,Port Macquarie-Hastings,2024-10,0,15,0,3,0,206
NSW,Port Macquarie-Hastings,2024-11,0,9,0,2,0,201
NSW,Port Macquarie-Hastings,2024-12,0,6,0,3,0,168
NSW,Port Macquarie-Hastings,2025-01,0,1,0,1,0,201
NSW,Port Macquarie-Hastings,2025-02,0,4,0,2,0,213
NSW,Port Macquarie-Hastings,2025-03,0,7,0,11,0,157
NSW,Port Macquarie-Hastings,2025-04,0,6,0,5,0,162
NSW,Port Macquarie-Hastings,2025-05,0,11,0,5,0,197
NSW,Port Macquarie-Hastings,2025-06,0,16,0,5,0,242
NSW,Port Macquarie-Hastings,2025-07,0,10,0,2,0,211
NSW,Port Macquarie-Hastings,2025-08,0,11,0,5,0,206
NSW,Port Macquarie-Hastings,2025-09,0,18,0,5,0,192
NSW,Port Macquarie-Hastings,2025-10,0,10,0,5,0,218
NSW,Port Macquarie-Hastings,2025-11,0,16,0,5,0,184
NSW,Port Macquarie-Hastings,2025-12,0,14,0,5,0,185
NSW,Port Macquarie-Hastings,2026-01,0,14,0,10,0,189
NSW,Port Macquarie-Hastings,2026-02,0,18,0,5,0,198
NSW,Port Macquarie-Hastings,2026-03,0,25,0,6,0,187
NSW,Port Macquarie-Hastings,2026-04,0,18,0,11,0,170
NSW,Port Macquarie-Hastings,2026-05,0,36,0,11,0,162
NSW,Port Macquarie-Hastings,2026-06,0,50,0,20,0,206
NSW,Port Macquarie-Hastings,2026-07,0,36,0,28,0,191
NSW,Port Macquarie-Hastings,2026-08,0,39,0,10,0,140
NSW,Port Stephens,2023-01,0,5,0,0,0,166
NSW,Port Stephens,2023-02,0,16,0,2,0,109
NSW,Port Stephens,2023-03,0,2,0,0,0,25
NSW,Port Stephens,2023-04,0,3,0,0,0,53
NSW,Port Stephens,2023-05,0,5,0,1,0,176
NSW,Port Stephens,2023-06,0,7,0,1,0,196
NSW,Port Stephens,2023-07,0,6,0,0,0,153
NSW,Port Stephens,2023-08,0,8,0,3,11,201
NSW,Port Stephens,2023-09,0,10,0,1,0,209
NSW,Port Stephens,2023-10,0,16,0,1,0,197
NSW,Port Stephens,2023-11,0,8,0,3,0,201
NSW,Port Stephens,2023-12,0,10,0,4,0,130
NSW,Port Stephens,2024-01,0,5,0,1,0,189
NSW,Port Stephens,2024-02,0,0,0,0,0,20
NSW,Port Stephens,2024-03,0,2,0,0,0,50
NSW,Port Stephens,2024-04,0,9,0,0,0,151
NSW,Port Stephens,2024-05,0,4,0,3,0,152
NSW,Port Stephens,2024-06,0,7,0,4,0,203
NSW,Port Stephens,2024-07,0,3,0,2,0,178
NSW,Port Stephens,2024-08,0,7,0,3,0,214
NSW,Port Stephens,2024-09,0,5,0,2,0,179
NSW,Port Stephens,2024-10,0,3,0,2,0,170
NSW,Port Stephens,2024-11,0,10,0,9,0,181
NSW,Port Stephens,2024-12,0,9,0,1,0,168
NSW,Port Stephens,2025-01,0,2,0,3,0,160
NSW,Port Stephens,2025-02,0,6,0,5,0,189
NSW,Port Stephens,2025-03,0,7,0,4,0,175
NSW,Port Stephens,2025-04,0,5,0,2,0,152
NSW,Port Stephens,2025-05,0,16,0,0,0,195
NSW,Port Stephens,2025-06,0,10,0,3,0,219
NSW,Port Stephens,2025-07,0,3,0,5,0,196
NSW,Port Stephens,2025-08,0,17,0,4,0,180
NSW,Port Stephens,2025-09,0,9,0,5,0,211
NSW,Port Stephens,2025-10,0,9,0,4,0,180
NSW,Port Stephens,2025-11,0,13,0,2,0,179
NSW,Port Stephens,2025-12,0,9,0,1,0,167
NSW,Port Stephens,2026-01,0,7,0,3,0,162
NSW,Port Stephens,2026-02,0,11,0,4,0,165
NSW,Port Stephens,2026-03,0,27,0,8,0,153
NSW,Port Stephens,2026-04,0,16,0,14,0,135
NSW,Port Stephens,2026-05,0,31,0,11,0,141
NSW,Port Stephens,2026-06,0,48,0,11,0,183
NSW,Port Stephens,2026-07,0,30,0,20,0,183
NSW,Port Stephens,2026-08,0,36,0,17,0,132
NSW,Queanbeyan-Palerang Regional,2023-01,0,25,0,0,0,137
NSW,Queanbeyan-Palerang Regional,2023-02,0,16,0,0,0,115
NSW,Queanbeyan-Palerang Regional,2023-03,0,0,0,0,0,10
NSW,Queanbeyan-Palerang Regional,2023-04,0,6,0,2,0,29
NSW,Queanbeyan-Palerang Regional,2023-05,0,21,0,3,0,148
NSW,Queanbeyan-Palerang Regional,2023-06,0,21,0,0,0,141
NSW,Queanbeyan-Palerang Regional,2023-07,0,17,0,2,0,125
NSW,Queanbeyan-Palerang Regional,2023-08,0,21,0,3,0,176
NSW,Queanbeyan-Palerang Regional,2023-09,0,19,0,3,0,184
NSW,Queanbeyan-Palerang Regional,2023-10,0,15,0,4,0,162
NSW,Queanbeyan-Palerang Regional,2023-11,0,24,0,6,0,172
NSW,Queanbeyan-Palerang Regional,2023-12,0,18,0,7,0,114
NSW,Queanbeyan-Palerang Regional,2024-01,0,7,0,8,0,132
NSW,Queanbeyan-Palerang Regional,2024-02,0,1,0,0,0,13
NSW,Queanbeyan-Palerang Regional,2024-03,0,5,0,1,0,38
NSW,Queanbeyan-Palerang Regional,2024-04,0,19,0,1,0,115
NSW,Queanbeyan-Palerang Regional,2024-05,0,13,0,2,0,89
NSW,Queanbeyan-Palerang Regional,2024-06,0,28,0,4,0,161
NSW,Queanbeyan-Palerang Regional,2024-07,0,17,0,13,0,158
NSW,Queanbeyan-Palerang Regional,2024-08,0,12,0,6,0,168
NSW,Queanbeyan-Palerang Regional,2024-09,0,19,0,3,0,136
NSW,Queanbeyan-Palerang Regional,2024-10,0,14,0,6,0,154
NSW,Queanbeyan-Palerang Regional,2024-11,0,17,0,4,0,154
NSW,Queanbeyan-Palerang Regional,2024-12,0,30,0,5,0,128
NSW,Queanbeyan-Palerang Regional,2025-01,0,14,0,5,0,152
NSW,Queanbeyan-Palerang Regional,2025-02,0,21,0,21,0,155
NSW,Queanbeyan-Palerang Regional,2025-03,0,28,0,26,0,150
NSW,Queanbeyan-Palerang Regional,2025-04,0,16,0,1,0,129
NSW,Queanbeyan-Palerang Regional,2025-05,0,30,0,9,0,173
NSW,Queanbeyan-Palerang Regional,2025-06,0,25,0,9,0,157
NSW,Queanbeyan-Palerang Regional,2025-07,0,28,0,4,0,122
NSW,Queanbeyan-Palerang Regional,2025-08,0,28,0,6,0,155
NSW,Queanbeyan-Palerang Regional,2025-09,0,27,0,5,0,154
NSW,Queanbeyan-Palerang Regional,2025-10,0,29,0,5,0,150
NSW,Queanbeyan-Palerang Regional,2025-11,0,21,0,6,0,160
NSW,Queanbeyan-Palerang Regional,2025-12,0,28,0,8,0,154
NSW,Queanbeyan-Palerang Regional,2026-01,0,21,0,5,0,116
NSW,Queanbeyan-Palerang Regional,2026-02,0,29,0,6,0,105
NSW,Queanbeyan-Palerang Regional,2026-03,0,46,0,14,0,133
NSW,Queanbeyan-Palerang Regional,2026-04,0,61,0,12,0,109
NSW,Queanbeyan-Palerang Regional,2026-05,0,61,0,13,0,127
NSW,Queanbeyan-Palerang Regional,2026-06,0,87,0,16,0,142
NSW,Queanbeyan-Palerang Regional,2026-07,0,70,0,22,0,113
NSW,Queanbeyan-Palerang Regional,2026-08,0,61,0,18,0,100
NSW,Randwick,2023-01,0,25,0,4,0,186
NSW,Randwick,2023-02,0,28,0,0,0,156
NSW,Randwick,2023-03,0,4,0,0,0,24
NSW,Randwick,2023-04,0,9,0,0,0,59
NSW,Randwick,2023-05,0,29,0,0,0,197
NSW,Randwick,2023-06,0,40,0,5,0,230
NSW,Randwick,2023-07,0,36,0,4,0,220
NSW,Randwick,2023-08,0,27,0,2,0,233
NSW,Randwick,2023-09,0,39,0,6,0,231
NSW,Randwick,2023-10,0,22,0,3,0,236
NSW,Randwick,2023-11,0,42,0,3,0,277
NSW,Randwick,2023-12,0,14,0,3,0,149
NSW,Randwick,2024-01,0,24,0,2,0,214
NSW,Randwick,2024-02,0,1,0,0,0,20
NSW,Randwick,2024-03,0,7,0,0,0,50
NSW,Randwick,2024-04,0,14,0,1,0,150
NSW,Randwick,2024-05,0,21,0,3,0,144
NSW,Randwick,2024-06,0,48,0,9,0,224
NSW,Randwick,2024-07,0,30,0,6,0,221
NSW,Randwick,2024-08,0,25,0,9,0,191
NSW,Randwick,2024-09,0,19,0,10,0,204
NSW,Randwick,2024-10,0,18,0,4,0,199
NSW,Randwick,2024-11,0,31,0,12,0,186
NSW,Randwick,2024-12,0,37,0,7,0,143
NSW,Randwick,2025-01,0,12,0,8,0,194
NSW,Randwick,2025-02,0,32,0,9,0,235
NSW,Randwick,2025-03,0,39,0,30,0,197
NSW,Randwick,2025-04,0,24,0,5,0,171
NSW,Randwick,2025-05,0,43,0,6,0,201
NSW,Randwick,2025-06,0,54,0,11,0,231
NSW,Randwick,2025-07,0,31,0,11,0,200
NSW,Randwick,2025-08,0,36,0,6,0,184
NSW,Randwick,2025-09,0,49,0,12,0,166
NSW,Randwick,2025-10,0,29,0,8,0,190
NSW,Randwick,2025-11,0,35,0,8,0,162
NSW,Randwick,2025-12,0,55,0,8,0,185
NSW,Randwick,2026-01,0,37,0,6,0,190
NSW,Randwick,2026-02,0,53,0,9,0,162
NSW,Randwick,2026-03,0,45,0,12,0,197
NSW,Randwick,2026-04,0,44,0,15,0,118
NSW,Randwick,2026-05,0,74,0,7,0,181
NSW,Randwick,2026-06,0,108,0,14,0,186
NSW,Randwick,2026-07,0,71,0,24,0,132
NSW,Randwick,2026-08,0,79,0,16,0,129
NSW,Richmond Valley,2023-01,0,1,0,0,0,51
NSW,Richmond Valley,2023-02,0,0,0,0,0,41
NSW,Richmond Valley,2023-03,0,0,0,0,0,1
NSW,Richmond Valley,2023-04,0,0,0,0,0,11
NSW,Richmond Valley,2023-05,0,0,0,0,0,52
NSW,Richmond Valley,2023-06,0,1,0,0,0,39
NSW,Richmond Valley,2023-07,0,2,0,1,0,45
NSW,Richmond Valley,2023-08,0,0,0,0,0,42
NSW,Richmond Valley,2023-09,0,2,0,0,0,50
NSW,Richmond Valley,2023-10,0,1,0,0,0,53
NSW,Richmond Valley,2023-11,0,3,0,0,0,60
NSW,Richmond Valley,2023-12,0,1,0,1,0,42
NSW,Richmond Valley,2024-01,0,0,0,0,0,41
NSW,Richmond Valley,2024-02,0,0,0,0,0,7
NSW,Richmond Valley,2024-03,0,1,0,0,0,14
NSW,Richmond Valley,2024-04,0,2,0,0,0,35
NSW,Richmond Valley,2024-05,0,1,0,0,0,28
NSW,Richmond Valley,2024-06,0,0,0,0,0,47
NSW,Richmond Valley,2024-07,0,2,0,1,0,47
NSW,Richmond Valley,2024-08,0,1,0,0,0,52
NSW,Richmond Valley,2024-09,0,0,0,0,0,47
NSW,Richmond Valley,2024-10,0,0,0,0,0,44
NSW,Richmond Valley,2024-11,0,0,0,0,0,43
NSW,Richmond Valley,2024-12,0,1,0,0,0,30
NSW,Richmond Valley,2025-01,0,1,0,0,0,37
NSW,Richmond Valley,2025-02,0,0,0,1,0,35
NSW,Richmond Valley,2025-03,0,0,0,1,0,39
NSW,Richmond Valley,2025-04,0,0,0,0,0,42
NSW,Richmond Valley,2025-05,0,1,0,1,0,48
NSW,Richmond Valley,2025-06,0,1,0,0,0,63
NSW,Richmond Valley,2025-07,0,3,0,1,0,36
NSW,Richmond Valley,2025-08,0,0,0,0,0,41
NSW,Richmond Valley,2025-09,0,0,0,2,0,41
NSW,Richmond Valley,2025-10,0,1,0,0,0,32
NSW,Richmond Valley,2025-11,0,1,0,0,0,32
NSW,Richmond Valley,2025-12,0,1,0,1,0,42
NSW,Richmond Valley,2026-01,0,1,0,0,0,40
NSW,Richmond Valley,2026-02,0,3,0,1,0,45
NSW,Richmond Valley,2026-03,0,6,0,1,0,40
NSW,Richmond Valley,2026-04,0,3,0,3,0,26
NSW,Richmond Valley,2026-05,0,3,0,2,0,35
NSW,Richmond Valley,2026-06,0,6,0,1,0,43
NSW,Richmond Valley,2026-07,0,7,0,0,0,48
NSW,Richmond Valley,2026-08,0,2,0,0,0,33
NSW,Ryde,2023-01,0,26,0,0,0,257
NSW,Ryde,2023-02,0,36,0,0,0,200
NSW,Ryde,2023-03,0,7,0,1,0,42
NSW,Ryde,2023-04,0,7,0,0,0,97
NSW,Ryde,2023-05,0,39,0,2,0,240
NSW,Ryde,2023-06,0,45,0,1,0,318
NSW,Ryde,2023-07,0,43,0,2,0,274
NSW,Ryde,2023-08,0,37,0,7,0,306
NSW,Ryde,2023-09,0,46,0,6,0,318
NSW,Ryde,2023-10,0,35,0,4,0,257
NSW,Ryde,2023-11,0,52,0,6,0,285
NSW,Ryde,2023-12,0,26,0,4,0,195
NSW,Ryde,2024-01,0,37,0,4,0,228
NSW,Ryde,2024-02,0,5,0,0,0,28
NSW,Ryde,2024-03,0,15,0,1,0,48
NSW,Ryde,2024-04,0,22,0,6,0,195
NSW,Ryde,2024-05,0,24,0,3,0,186
NSW,Ryde,2024-06,0,39,0,11,0,297
NSW,Ryde,2024-07,0,24,0,9,0,256
NSW,Ryde,2024-08,0,32,0,6,0,230
NSW,Ryde,2024-09,0,43,0,14,0,231
NSW,Ryde,2024-10,0,30,0,11,0,254
NSW,Ryde,2024-11,0,26,0,15,0,242
NSW,Ryde,2024-12,0,35,0,9,0,206
NSW,Ryde,2025-01,0,20,0,11,0,198
NSW,Ryde,2025-02,0,25,0,15,0,255
NSW,Ryde,2025-03,0,39,0,16,0,221
NSW,Ryde,2025-04,0,20,0,5,0,202
NSW,Ryde,2025-05,0,66,0,7,0,280
NSW,Ryde,2025-06,0,78,0,10,0,283
NSW,Ryde,2025-07,0,45,0,13,0,217
NSW,Ryde,2025-08,0,49,0,3,0,226
NSW,Ryde,2025-09,0,62,0,9,0,207
NSW,Ryde,2025-10,0,35,0,13,0,224
NSW,Ryde,2025-11,0,58,0,6,0,209
NSW,Ryde,2025-12,0,53,0,14,0,178
NSW,Ryde,2026-01,0,36,0,12,0,211
NSW,Ryde,2026-02,0,62,0,12,0,200
NSW,Ryde,2026-03,0,82,0,16,0,192
NSW,Ryde,2026-04,0,70,0,16,0,157
NSW,Ryde,2026-05,18,111,0,11,0,203
NSW,Ryde,2026-06,8,135,0,24,0,223
NSW,Ryde,2026-07,0,102,0,30,0,188
NSW,Ryde,2026-08,0,100,0,20,0,136
NSW,Shellharbour,2023-01,0,12,0,0,0,151
NSW,Shellharbour,2023-02,0,9,0,0,0,112
NSW,Shellharbour,2023-03,0,1,0,0,0,12
NSW,Shellharbour,2023-04,0,1,0,0,0,44
NSW,Shellharbour,2023-05,0,14,0,1,0,137
NSW,Shellharbour,2023-06,0,9,0,0,0,181
NSW,Shellharbour,2023-07,0,7,0,1,0,153
NSW,Shellharbour,2023-08,0,10,0,1,0,200
NSW,Shellharbour,2023-09,0,20,0,2,0,185
NSW,Shellharbour,2023-10,0,9,0,1,0,174
NSW,Shellharbour,2023-11,0,12,0,3,0,195
NSW,Shellharbour,2023-12,0,12,0,2,0,118
NSW,Shellharbour,2024-01,0,6,0,1,0,160
NSW,Shellharbour,2024-02,0,0,0,0,0,24
NSW,Shellharbour,2024-03,0,0,0,0,0,27
NSW,Shellharbour,2024-04,0,2,0,1,0,134
NSW,Shellharbour,2024-05,0,9,0,2,0,111
NSW,Shellharbour,2024-06,0,10,0,3,0,205
NSW,Shellharbour,2024-07,0,10,0,4,0,173
NSW,Shellharbour,2024-08,0,8,0,6,0,157
NSW,Shellharbour,2024-09,0,3,0,2,0,158
NSW,Shellharbour,2024-10,0,10,0,4,0,159
NSW,Shellharbour,2024-11,0,14,0,6,0,150
NSW,Shellharbour,2024-12,0,9,0,4,0,141
NSW,Shellharbour,2025-01,0,7,0,3,0,148
NSW,Shellharbour,2025-02,0,8,0,5,0,176
NSW,Shellharbour,2025-03,0,12,0,10,0,187
NSW,Shellharbour,2025-04,0,10,0,2,0,156
NSW,Shellharbour,2025-05,0,17,0,7,0,200
NSW,Shellharbour,2025-06,0,15,0,7,0,189
NSW,Shellharbour,2025-07,0,6,0,2,0,181
NSW,Shellharbour,2025-08,0,17,0,1,0,157
NSW,Shellharbour,2025-09,0,25,0,3,0,180
NSW,Shellharbour,2025-10,0,17,0,1,0,198
NSW,Shellharbour,2025-11,0,17,0,1,0,152
NSW,Shellharbour,2025-12,0,24,0,2,0,172
NSW,Shellharbour,2026-01,0,13,0,3,0,154
NSW,Shellharbour,2026-02,0,12,0,10,0,155
NSW,Shellharbour,2026-03,0,31,0,9,0,178
NSW,Shellharbour,2026-04,0,33,0,2,0,144
NSW,Shellharbour,2026-05,0,55,0,7,0,164
NSW,Shellharbour,2026-06,0,55,0,16,0,201
NSW,Shellharbour,2026-07,0,43,0,16,0,173
NSW,Shellharbour,2026-08,0,42,0,16,0,138
NSW,Shoalhaven,2023-01,0,19,0,1,0,204
NSW,Shoalhaven,2023-02,0,14,0,0,0,179
NSW,Shoalhaven,2023-03,0,1,0,0,0,31
NSW,Shoalhaven,2023-04,0,1,0,0,0,68
NSW,Shoalhaven,2023-05,0,9,0,1,0,231
NSW,Shoalhaven,2023-06,0,11,0,0,0,252
NSW,Shoalhaven,2023-07,0,6,0,1,0,245
NSW,Shoalhaven,2023-08,0,12,0,1,0,264
NSW,Shoalhaven,2023-09,0,20,0,2,0,251
NSW,Shoalhaven,2023-10,0,11,0,4,0,226
NSW,Shoalhaven,2023-11,0,14,0,1,0,248
NSW,Shoalhaven,2023-12,0,10,0,2,0,184
NSW,Shoalhaven,2024-01,0,11,0,2,0,210
NSW,Shoalhaven,2024-02,0,0,0,1,0,24
NSW,Shoalhaven,2024-03,0,5,0,0,0,44
NSW,Shoalhaven,2024-04,0,9,0,3,0,162
NSW,Shoalhaven,2024-05,0,7,0,2,0,162
NSW,Shoalhaven,2024-06,0,6,0,3,0,288
NSW,Shoalhaven,2024-07,0,8,0,4,0,221
NSW,Shoalhaven,2024-08,0,9,0,3,0,247
NSW,Shoalhaven,2024-09,0,4,0,4,0,218
NSW,Shoalhaven,2024-10,0,13,0,5,0,233
NSW,Shoalhaven,2024-11,0,15,0,10,0,224
NSW,Shoalhaven,2024-12,0,9,0,4,0,179
NSW,Shoalhaven,2025-01,0,7,0,8,0,224
NSW,Shoalhaven,2025-02,0,14,0,9,0,209
NSW,Shoalhaven,2025-03,0,12,0,10,0,214
NSW,Shoalhaven,2025-04,0,3,0,2,0,209
NSW,Shoalhaven,2025-05,0,21,0,3,0,245
NSW,Shoalhaven,2025-06,0,12,0,6,0,252
NSW,Shoalhaven,2025-07,0,13,0,7,0,220
NSW,Shoalhaven,2025-08,0,14,0,1,0,222
NSW,Shoalhaven,2025-09,0,16,0,3,0,205
NSW,Shoalhaven,2025-10,0,20,0,4,0,224
NSW,Shoalhaven,2025-11,0,21,0,5,0,201
NSW,Shoalhaven,2025-12,0,24,0,6,0,222
NSW,Shoalhaven,2026-01,0,14,0,2,0,184
NSW,Shoalhaven,2026-02,0,19,0,5,0,204
NSW,Shoalhaven,2026-03,0,37,0,12,0,216
NSW,Shoalhaven,2026-04,0,50,0,6,0,181
NSW,Shoalhaven,2026-05,0,67,0,8,0,209
NSW,Shoalhaven,2026-06,0,49,0,16,0,231
NSW,Shoalhaven,2026-07,0,38,0,14,0,209
NSW,Shoalhaven,2026-08,0,52,0,15,0,194
NSW,Singleton,2023-01,0,2,0,0,0,73
NSW,Singleton,2023-02,0,3,0,0,0,65
NSW,Singleton,2023-03,0,0,0,0,0,10
NSW,Singleton,2023-04,0,1,0,0,0,27
NSW,Singleton,2023-05,0,2,0,0,0,67
NSW,Singleton,2023-06,0,0,0,0,0,97
NSW,Singleton,2023-07,0,3,0,0,0,89
NSW,Singleton,2023-08,0,3,0,0,0,110
NSW,Singleton,2023-09,0,3,0,1,0,88
NSW,Singleton,2023-10,0,2,0,0,0,85
NSW,Singleton,2023-11,0,0,0,1,0,93
NSW,Singleton,2023-12,0,2,0,1,0,80
NSW,Singleton,2024-01,0,2,0,1,0,80
NSW,Singleton,2024-02,0,0,0,0,0,11
NSW,Singleton,2024-03,0,0,0,0,0,12
NSW,Singleton,2024-04,0,0,0,2,0,72
NSW,Singleton,2024-05,0,1,0,1,0,57
NSW,Singleton,2024-06,0,3,0,1,0,98
NSW,Singleton,2024-07,0,0,0,2,0,71
NSW,Singleton,2024-08,0,2,0,2,0,79
NSW,Singleton,2024-09,0,1,0,1,0,105
NSW,Singleton,2024-10,0,2,0,1,0,82
NSW,Singleton,2024-11,0,2,0,1,0,78
NSW,Singleton,2024-12,0,2,0,1,0,75
NSW,Singleton,2025-01,0,1,0,3,0,90
NSW,Singleton,2025-02,0,2,0,3,0,92
NSW,Singleton,2025-03,0,4,0,3,0,74
NSW,Singleton,2025-04,0,2,0,0,0,91
NSW,Singleton,2025-05,0,6,0,0,0,92
NSW,Singleton,2025-06,0,3,0,2,0,82
NSW,Singleton,2025-07,0,0,0,0,0,99
NSW,Singleton,2025-08,0,3,0,1,0,67
NSW,Singleton,2025-09,0,3,0,4,0,87
NSW,Singleton,2025-10,0,1,0,1,0,80
NSW,Singleton,2025-11,0,4,0,1,0,90
NSW,Singleton,2025-12,0,3,0,1,0,88
NSW,Singleton,2026-01,0,4,0,2,0,73
NSW,Singleton,2026-02,0,3,0,1,0,76
NSW,Singleton,2026-03,0,6,0,1,0,83
NSW,Singleton,2026-04,0,9,0,3,0,60
NSW,Singleton,2026-05,0,10,0,2,0,80
NSW,Singleton,2026-06,0,21,0,3,0,79
NSW,Singleton,2026-07,0,11,0,3,0,61
NSW,Singleton,2026-08,0,11,0,6,0,68
NSW,Snowy Monaro Regional,2023-01,0,2,0,1,0,36
NSW,Snowy Monaro Regional,2023-02,0,4,0,0,0,47
NSW,Snowy Monaro Regional,2023-03,0,1,0,0,0,3
NSW,Snowy Monaro Regional,2023-04,0,0,0,0,0,15
NSW,Snowy Monaro Regional,2023-05,0,1,0,1,0,51
NSW,Snowy Monaro Regional,2023-06,0,7,0,0,0,59
NSW,Snowy Monaro Regional,2023-07,0,2,0,0,0,45
NSW,Snowy Monaro Regional,2023-08,0,3,0,0,0,65
NSW,Snowy Monaro Regional,2023-09,0,7,0,1,0,42
NSW,Snowy Monaro Regional,2023-10,0,1,0,1,0,53
NSW,Snowy Monaro Regional,2023-11,0,5,0,2,0,70
NSW,Snowy Monaro Regional,2023-12,0,3,0,1,0,51
NSW,Snowy Monaro Regional,2024-01,0,1,0,1,0,41
NSW,Snowy Monaro Regional,2024-02,0,1,0,0,0,9
NSW,Snowy Monaro Regional,2024-03,0,1,0,0,0,12
NSW,Snowy Monaro Regional,2024-04,0,1,0,0,0,42
NSW,Snowy Monaro Regional,2024-05,0,2,0,0,0,41
NSW,Snowy Monaro Regional,2024-06,0,3,0,0,0,60
NSW,Snowy Monaro Regional,2024-07,0,3,0,3,0,43
NSW,Snowy Monaro Regional,2024-08,0,0,0,1,0,52
NSW,Snowy Monaro Regional,2024-09,0,1,0,0,0,54
NSW,Snowy Monaro Regional,2024-10,0,4,0,0,0,58
NSW,Snowy Monaro Regional,2024-11,0,1,0,1,0,36
NSW,Snowy Monaro Regional,2024-12,0,6,0,2,0,45
NSW,Snowy Monaro Regional,2025-01,0,0,0,1,0,42
NSW,Snowy Monaro Regional,2025-02,0,2,0,3,0,50
NSW,Snowy Monaro Regional,2025-03,0,1,0,7,0,36
NSW,Snowy Monaro Regional,2025-04,0,4,0,1,0,41
NSW,Snowy Monaro Regional,2025-05,0,4,0,0,0,42
NSW,Snowy Monaro Regional,2025-06,0,4,0,2,0,50
NSW,Snowy Monaro Regional,2025-07,0,2,0,1,0,36
NSW,Snowy Monaro Regional,2025-08,0,2,0,3,0,46
NSW,Snowy Monaro Regional,2025-09,0,1,0,1,0,39
NSW,Snowy Monaro Regional,2025-10,0,3,0,2,0,55
NSW,Snowy Monaro Regional,2025-11,0,3,0,1,0,48
NSW,Snowy Monaro Regional,2025-12,0,5,0,2,0,45
NSW,Snowy Monaro Regional,2026-01,0,2,0,0,0,38
NSW,Snowy Monaro Regional,2026-02,0,7,0,1,0,30
NSW,Snowy Monaro Regional,2026-03,0,8,0,1,0,43
NSW,Snowy Monaro Regional,2026-04,0,11,0,7,0,36
NSW,Snowy Monaro Regional,2026-05,0,9,0,2,0,44
NSW,Snowy Monaro Regional,2026-06,0,12,0,2,0,40
NSW,Snowy Monaro Regional,2026-07,0,12,0,4,0,39
NSW,Snowy Monaro Regional,2026-08,0,8,0,1,0,44
NSW,Snowy Valleys,2023-01,0,0,0,0,0,28
NSW,Snowy Valleys,2023-02,0,2,0,0,0,23
NSW,Snowy Valleys,2023-03,0,0,0,0,0,5
NSW,Snowy Valleys,2023-04,0,0,0,0,0,6
NSW,Snowy Valleys,2023-05,0,0,0,0,0,28
NSW,Snowy Valleys,2023-06,0,2,0,0,0,34
NSW,Snowy Valleys,2023-07,0,0,0,0,0,29
NSW,Snowy Valleys,2023-08,0,0,0,0,0,36
NSW,Snowy Valleys,2023-09,0,0,0,0,0,41
NSW,Snowy Valleys,2023-10,0,0,0,0,0,28
NSW,Snowy Valleys,2023-11,0,1,0,0,0,39
NSW,Snowy Valleys,2023-12,0,0,0,1,0,29
NSW,Snowy Valleys,2024-01,0,1,0,0,0,24
NSW,Snowy Valleys,2024-02,0,1,0,0,0,8
NSW,Snowy Valleys,2024-03,0,0,0,0,0,6
NSW,Snowy Valleys,2024-04,0,0,0,0,0,29
NSW,Snowy Valleys,2024-05,0,0,0,0,0,16
NSW,Snowy Valleys,2024-06,0,0,0,0,0,39
NSW,Snowy Valleys,2024-07,0,0,0,0,0,36
NSW,Snowy Valleys,2024-08,0,1,0,0,0,24
NSW,Snowy Valleys,2024-09,0,2,0,0,0,22
NSW,Snowy Valleys,2024-10,0,0,0,1,0,30
NSW,Snowy Valleys,2024-11,0,0,0,0,0,34
NSW,Snowy Valleys,2024-12,0,1,0,0,0,30
NSW,Snowy Valleys,2025-01,0,0,0,0,0,25
NSW,Snowy Valleys,2025-02,0,0,0,1,0,19
NSW,Snowy Valleys,2025-03,0,0,0,0,0,36
NSW,Snowy Valleys,2025-04,0,0,0,0,0,18
NSW,Snowy Valleys,2025-05,0,1,0,0,0,36
NSW,Snowy Valleys,2025-06,0,0,0,0,0,39
NSW,Snowy Valleys,2025-07,0,0,0,1,0,22
NSW,Snowy Valleys,2025-08,0,0,0,0,0,33
NSW,Snowy Valleys,2025-09,0,0,0,0,0,25
NSW,Snowy Valleys,2025-10,0,2,0,1,0,18
NSW,Snowy Valleys,2025-11,0,0,0,0,0,25
NSW,Snowy Valleys,2025-12,0,2,0,0,0,24
NSW,Snowy Valleys,2026-01,0,0,0,0,0,20
NSW,Snowy Valleys,2026-02,0,0,0,0,0,25
NSW,Snowy Valleys,2026-03,0,1,0,2,0,26
NSW,Snowy Valleys,2026-04,0,1,0,1,0,16
NSW,Snowy Valleys,2026-05,0,4,0,1,0,27
NSW,Snowy Valleys,2026-06,0,3,0,2,0,46
NSW,Snowy Valleys,2026-07,0,2,0,3,0,35
NSW,Snowy Valleys,2026-08,0,3,0,2,0,28
NSW,Strathfield,2023-01,0,12,0,0,0,103
NSW,Strathfield,2023-02,0,13,0,1,0,87
NSW,Strathfield,2023-03,0,5,0,0,0,12
