lga_code,state,lga_name,median_income,earners,income_group,persons,dwellings,lv_2021,lv_2022,lv_2023,lv_2024,lv_2025,bev_2021,bev_2022,bev_2023,bev_2024,bev_2025,solar_n,solar_kw,battery_n,battery_kwh,chg_sites,chg_fast,chg_points
65210,TAS,Tasman,37922,1502,1,2612,2622,2603.2,2681.4,2683.4,2778.7,2802.1,3,6,9,18,23,568.6,3422.8,80.2,1910.6,2,1,3
65410,TAS,Waratah/Wynyard,51899,8223,2,14218,6878,12042,12358.7,12494.5,12831.6,13091.6,7,7.2,12.4,22.4,39.3,1770.2,11497.8,157.1,2947.2,1,1,2
65610,TAS,West Coast,51851,2340,2,4253,3137,3613.3,3718,3767.3,3811.5,3760.7,0.2,0.2,3.4,3.6,0.9,414.4,2667.6,22.1,320.2,4,3,4
65810,TAS,West Tamar,53272,16253,2,25162,11338,21739,22319.6,22821.9,23132.7,23398.8,6,19.3,49.3,119.9,172.2,3838.9,23653.5,261.7,5388.6,2,2,5
20110,VIC,Alpine,46676,9049,1,13212,7235,12371.5,12930.4,12984.9,13002.5,13144.8,12.2,20.5,37.7,77.2,102.3,3399.9,23449.8,376.4,9061.5,3,3,10
20260,VIC,Ararat,49674,6944,1,11862,5503,10374,10524.2,10630.2,10632.4,10794.8,3.3,4.9,6.8,17.7,26.8,2031.7,12840.4,140.4,3608.8,5,2,9
20570,VIC,Ballarat,55825,73033,2,113793,50247,90372.9,93218.3,95375.8,97191.3,100034.9,45,98.1,191.5,422.3,677.8,15665,109108.7,1566.8,39322.8,10,5,49
20660,VIC,Banyule,66777,85895,5,126227,53078,86861.5,86055.5,87001.5,88403.5,90557.9,110.6,216.5,422,929.7,1550.9,12989.4,80155,1721.5,46517.1,2,1,9
20740,VIC,Bass Coast,45175,25122,1,40753,28989,34869.6,37540.3,37968.9,38279.5,39367.5,27.2,62.7,119.2,237.5,353.2,10894.8,69831.5,1095.1,25015,9,5,15
20830,VIC,Baw Baw,53715,37730,2,57616,24529,48150.8,50203.4,51422.8,52368.8,53858.3,16.3,43.5,85.3,194.2,310.6,11129.5,72981.7,1148.4,29335.9,3,1,3
20910,VIC,Bayside,70892,74105,5,101390,42947,71287.3,70902.2,71611.8,72832.3,74523.2,172.9,343.8,668.5,1315.9,1988.7,9152.7,62815.5,1381.6,35831.9,9,4,17
21010,VIC,Benalla,47127,8986,1,14569,7183,13578.2,13897.1,14119.9,14235,14457.6,6.8,11.3,21,30.7,52,3529.5,23391.4,390.8,9339.6,1,1,2
21110,VIC,Boroondara,67776,126269,5,167901,72806,111283.5,109813.5,111264.1,113356.8,115433.2,373.3,621.2,1241.2,2496.7,3666.6,12804.4,89133.3,2357.6,73324.9,12,10,28
21180,VIC,Brimbank,52440,119459,1,194563,71722,135138.6,134909.6,135937.7,139312.8,142736.6,55.8,116.4,280.5,660.2,1126.8,22156.4,147248.5,2238.9,69643.7,10,9,21
21270,VIC,Buloke,48690,4032,1,6206,3384,6675.3,6726.7,6843.2,6967.6,6997.1,0,0,0,3,5.9,1371.8,9936.5,76.6,2170.7,4,3,9
21370,VIC,Campaspe,49610,24786,1,38687,17968,37636.5,38706.5,39111.9,39269.6,39876,3.1,16,26,56.1,77.9,9286.9,67890.4,591.9,14551.1,2,0,2
21450,VIC,Cardinia,58561,79627,4,118245,43507,85440.8,88064.8,91542.8,94986.2,99102.1,44,83.4,211,512.2,882.8,20049.3,137070.6,2373.7,70753.2,1,1,6
21610,VIC,Casey,57008,240351,3,365213,122653,244364.1,250589.1,258959.2,270899.7,285690,136.2,332.4,828.7,1975.3,3385.7,65820.4,410234.3,8394.6,265881.6,14,10,34
21670,VIC,Central Goldfields,43204,7077,1,13447,6996,12475.1,12751.2,12896,12899.2,13132.8,2.9,3,11.2,19.9,26.8,3080.9,18677.6,218.7,5385,1,1,2
21750,VIC,Colac-Otway,49973,15204,1,22405,12432,20194.5,20735.1,20846.5,20939,21346.7,3.1,13.7,40.5,60.3,89.5,3678.7,24720.6,306.6,8750,5,4,18
21830,VIC,Corangamite,49030,10817,1,16131,7881,16193.2,16512.8,16777.4,16896.6,17021.2,6,1.1,11.9,22.8,33.2,2596.9,23955.9,179.9,6001.3,3,2,6
21890,VIC,Darebin,64943,102295,4,148510,68226,94359.7,94033.8,95373.8,97393.3,100413.9,77,163.2,359.3,873.8,1449.9,14338.7,83898.7,1349.3,35277.1,9,5,16
22110,VIC,East Gippsland,44529,29556,1,48586,26038,45405,46777.7,47290.7,47605.9,48257.3,10,25,47,104,191.2,11406.5,70031.9,917.6,18324.8,17,13,29
22170,VIC,Frankston,59992,89804,4,139235,58932,102743.4,103134.2,104267.6,105441.7,108247,39.4,96.4,240.2,533.8,902.7,18642.1,114634.9,1717.8,46161.1,5,4,15
22250,VIC,Gannawarra,46130,6464,1,10692,5363,11031.6,11339.9,11408.7,11510.2,11660.8,3,3,3,4,4,2574.7,21193.3,138.7,4229.5,3,2,5
22310,VIC,Glen Eira,67049,108401,5,149045,66337,92704.5,92965.2,93207.6,95515.7,97958.4,159.4,317.6,682.4,1458.6,2324.3,10663.1,69027.4,1686.4,48095.9,5,1,18
22410,VIC,Glenelg,49620,12385,1,20108,10150,18968.7,19277.1,19413.9,19381.1,19649.4,1.6,3,10.9,14,22.2,3174.3,19420.6,149.6,3546,3,2,3
22490,VIC,Golden Plains,57347,16408,3,25010,9414,21572.3,22479.7,23183.1,23887.7,24592.8,7.8,20.6,26.4,69.3,129.8,4995.4,33567.3,513.5,14988,2,2,3
22620,VIC,Greater Bendigo,55007,77579,2,121308,53163,99283.9,102132.2,103802.4,104930.4,107738.3,47.8,87,170.6,365.1,584.8,22901.6,145568.4,1948.5,48536.5,6,6,19
22670,VIC,Greater Dandenong,50109,98265,1,158366,58181,121167.9,119950.6,122299.5,126513.7,129993,94,137.2,380.8,950.7,1444.1,17885.8,142845.7,2211.3,72678.4,16,11,40
22750,VIC,Greater Geelong,57523,179083,3,271072,120878,203095.2,210866.8,216465,221796.9,229013.4,123.8,293.4,643.5,1427.2,2343.5,41624.7,254296.8,3803.8,95639.9,16,10,43
22830,VIC,Greater Shepparton,50980,43215,1,68330,28899,58493.3,59547.5,60662.2,61546.2,63129.5,12.2,33.3,78,164,213.2,14008.3,99159.6,967.1,26743.4,5,5,14
22910,VIC,Hepburn,47012,10097,1,16638,9522,16114.7,16602.6,16599.4,16548.9,16805.4,18,36.7,66.4,108.1,178.3,4171.6,26971.9,396.3,9287.6,6,3,60
22980,VIC,Hindmarsh,53710,3397,2,5702,3104,5831.5,5879.4,5924.5,5898.1,5925.8,0,0,6,3,3,1207.1,6875.9,49.6,1231.4,4,1,7
23110,VIC,Hobsons Bay,68228,61078,5,91265,39308,63383.1,62895.8,65604.9,67821.1,69777.5,56,107.9,294.7,671.8,1115.8,10462.5,65590.8,1020.3,27572.6,6,4,15
23190,VIC,Horsham,54071,13461,2,20425,9665,18296.5,18675.5,18860.4,18864.4,19262,7,10,15.4,25.1,38.1,3392.4,23903.3,143.5,3693.1,2,2,16
23270,VIC,Hume,54419,147805,2,243781,83874,175457.4,182250.7,192454.6,201069.2,211639.1,61.2,190.6,460.8,1002.3,1873.5,39026.2,289672.9,4275,138562.8,15,10,52
23350,VIC,Indigo,52559,11962,1,17384,7728,16448.3,17041.3,17382.4,17648,17952.6,4.2,20.5,55.9,107.3,147.8,5316.7,35167,584.2,13977.7,5,4,14
23430,VIC,Kingston,63323,108544,4,158053,67573,118124.9,117902.5,119814.1,121510.7,123997.5,91.2,198.5,462.4,1022.1,1715.5,17529,122425.3,2146.3,61227.3,7,4,17
23670,VIC,Knox,59280,107803,4,159066,62114,123581.1,123554.5,124185.6,125982.4,128032.3,98.7,197.8,436.2,1068.4,1770.9,23203.7,147711.3,3486.6,105172,13,10,18
